VIV_SEL,HOGAR,ND_TIPO,TD_TIPO,BPCOD,R_SEL,AREAM_OCU,RESUL_H,BP1_1,BP1_2C,BP1_3C,BP1_4,BP1_5,BP1_6,BP1_20,BP1_23,BP1_30,BP1_33,BP1_36_01,BP1_36_02,BP1_36_03,BP1_36_04,BP1_36_05,BP1_36_06,BP1_36_07,BP1_36_08,BP1_36_09,BP1_36_10,BP1_36_11,BP1_36_99,DOMINIO,ESTRATO,EST_DIS,UPM_DIS
4,1,1,1,3,1,29,1,4,17,7,3,2,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,288,6118
3,1,1,3,3,1,29,1,8,17,8,1,2,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,292,6197
8,1,2,2,5,3,29,1,2,17,8,1,6,1,2,6,2,5,1,1,1,1,1,1,1,0,1,0,0,0,2,2,304,6305
5,1,1,1,2,1,29,1,2,17,8,4,1,2,2,8,2,1,0,0,0,1,0,0,0,1,0,1,0,0,1,2,291,6208
4,1,2,3,3,3,29,1,8,17,8,4,2,9,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,292,6197
1,1,2,2,5,1,29,1,8,17,8,2,6,1,2,4,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,2,291,6202
4,1,1,3,3,3,29,1,11,17,8,3,2,9,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,292,6197
1,1,1,1,4,4,29,1,2,17,8,3,2,2,2,4,2,1,1,1,1,1,0,1,0,1,0,0,0,0,1,2,291,6196
4,1,3,3,3,3,29,1,2,17,8,4,2,9,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,292,6197
2,1,1,1,7,1,29,1,1,17,8,3,2,9,1,99,2,1,0,1,1,1,0,0,0,0,1,0,0,0,1,2,291,6202
3,1,1,1,11,1,29,1,12,17,8,3,1,1,2,99,2,2,1,1,1,1,0,1,1,1,1,0,0,0,1,3,292,6207
4,1,1,1,3,3,29,1,4,17,8,3,1,9,2,7,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,2,291,6219
2,1,1,1,3,1,29,1,99,17,8,4,2,9,2,7,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,2,291,6210
5,1,1,1,2,2,29,1,4,17,8,4,1,2,2,7,2,1,1,1,1,1,0,1,0,1,1,0,0,0,1,2,291,6211
1,1,2,3,7,1,29,1,12,17,8,3,2,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,291,6212
17,1,1,1,8,1,29,1,2,17,8,9,5,9,2,9,2,1,1,0,1,1,0,0,0,0,1,0,0,0,3,2,306,6343
5,1,1,1,2,1,29,1,11,17,8,4,1,2,2,7,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,291,6202
1,1,1,1,3,1,29,1,7,17,8,9,2,9,2,4,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,291,6202
1,1,1,2,13,3,29,1,12,17,8,2,6,1,2,4,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,288,6160
3,1,1,1,3,1,29,1,2,17,8,4,2,9,2,99,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,292,6207
5,1,1,1,10,1,29,1,6,17,8,2,3,1,2,7,2,3,1,0,0,0,0,0,0,1,1,0,0,0,1,2,294,6283
5,1,1,1,9,1,29,1,6,17,8,2,5,1,2,4,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,294,6283
1,1,1,3,7,1,29,1,11,17,8,3,2,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,291,6212
5,1,1,1,8,2,29,1,1,17,8,2,2,9,2,4,2,1,0,1,1,0,0,0,0,1,1,0,0,0,1,4,293,6193
2,1,1,1,10,1,29,1,4,17,8,1,1,1,2,3,2,5,0,0,1,1,0,0,0,0,1,0,0,0,1,2,288,6103
3,1,2,3,3,1,29,1,2,17,8,2,2,9,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,292,6197
2,1,2,2,9,1,29,1,8,17,8,3,2,2,2,3,2,5,0,0,0,0,0,0,0,0,0,0,0,1,1,2,291,6196
1,1,2,2,13,1,29,1,3,17,8,3,1,1,1,99,2,3,0,0,1,1,0,1,0,0,1,0,0,0,1,2,291,6205
3,1,2,2,5,2,29,1,6,17,8,2,1,1,2,4,2,3,0,0,0,0,0,0,0,0,1,0,0,0,1,2,294,6298
1,1,1,1,4,1,29,1,3,17,8,3,2,2,2,8,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,291,6201
1,1,1,1,3,1,29,1,12,17,8,3,1,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,291,6212
4,1,1,1,3,4,29,1,7,17,8,4,2,9,2,8,2,5,0,1,1,1,0,0,0,1,0,0,0,0,1,2,291,6208
3,1,3,3,3,1,29,1,1,17,8,1,2,9,2,4,2,1,1,1,1,1,0,1,0,0,0,0,0,0,1,3,292,6197
2,1,1,2,9,1,29,1,6,17,8,1,2,2,2,3,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,291,6196
3,1,1,1,9,1,29,1,6,17,8,2,3,2,2,4,1,5,0,0,0,1,0,0,0,1,0,0,0,0,1,4,293,6195
1,1,1,1,4,1,29,1,4,17,8,9,2,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,291,6202
3,1,1,1,2,3,29,1,5,17,8,4,1,2,2,4,2,1,0,0,0,1,0,0,0,1,1,0,0,0,1,2,291,6215
1,1,1,3,9,2,29,1,8,17,8,2,2,2,2,3,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,291,6191
2,1,1,1,4,1,29,1,3,17,8,1,2,2,2,8,2,1,1,1,1,1,0,1,1,1,1,0,0,0,1,2,291,6201
2,1,1,1,3,1,29,1,2,17,8,3,4,9,2,4,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,291,6202
3,1,1,1,10,2,29,1,10,17,8,1,1,1,1,99,1,5,0,1,1,0,0,1,0,0,0,0,0,0,1,3,292,6214
3,1,1,1,5,1,29,1,2,17,8,1,6,1,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,293,6195
1,1,1,1,4,2,29,1,4,17,8,4,2,2,2,7,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,291,6209
5,1,1,1,9,1,29,1,8,17,8,2,2,1,2,7,2,3,0,0,0,0,0,1,0,0,1,0,0,0,1,2,291,6212
7,1,1,1,5,2,29,1,1,17,8,2,6,1,2,4,2,1,0,0,1,0,0,0,0,0,1,0,0,0,2,2,302,6310
1,1,3,3,7,1,29,1,12,17,8,3,2,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,291,6212
1,1,2,3,5,1,29,1,5,17,8,3,6,1,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,291,6212
1,1,1,3,5,1,29,1,11,17,8,3,6,1,2,4,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,291,6212
1,1,1,1,11,1,29,1,11,17,8,3,1,1,2,8,2,2,1,1,1,1,0,0,1,1,1,1,0,0,1,2,291,6201
5,1,1,1,11,1,29,1,5,17,8,3,1,1,1,99,2,2,1,1,1,1,0,1,1,1,1,0,0,0,1,2,291,6199
1,1,1,1,3,4,29,1,11,17,8,4,2,9,2,3,2,5,1,1,1,1,0,0,0,1,1,0,0,0,1,2,291,6194
5,1,1,1,3,2,29,1,2,17,8,2,3,9,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,4,293,6193
1,1,2,2,9,1,29,1,12,17,8,2,2,1,2,4,1,3,0,0,0,0,0,1,0,0,0,0,0,0,1,2,291,6212
1,1,1,2,3,1,29,1,11,17,8,4,2,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,291,6215
1,1,1,1,9,1,29,1,2,17,8,2,2,1,2,4,2,5,1,0,1,1,0,0,0,0,1,0,0,0,1,2,291,6215
1,1,1,2,9,1,29,1,7,17,8,1,2,1,2,3,1,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,291,6212
4,1,2,2,9,3,29,1,9,17,8,3,2,2,2,3,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,292,6197
4,1,1,1,3,1,29,1,12,17,8,2,1,9,2,6,2,3,1,0,1,0,0,0,0,1,1,0,0,0,1,2,291,6210
3,1,1,2,7,1,29,1,4,17,8,1,3,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,293,6195
2,1,1,1,9,1,29,1,6,17,8,1,2,2,2,1,2,5,1,1,1,1,0,0,0,0,0,0,0,0,1,2,291,6199
5,1,1,1,10,1,29,1,12,17,8,3,1,1,2,3,2,3,0,0,1,1,0,0,0,0,0,0,0,0,1,2,291,6219
3,1,1,1,3,1,29,1,2,17,8,3,2,9,2,7,2,5,1,1,1,1,0,0,0,1,0,0,0,0,1,2,291,6194
3,1,1,1,9,6,29,1,12,17,8,3,2,1,2,1,2,3,0,0,0,1,0,0,0,0,1,0,0,0,1,3,292,6218
1,1,2,3,9,2,29,1,4,17,8,1,2,2,2,3,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,291,6191
2,1,1,1,8,1,29,1,4,17,8,2,5,9,2,9,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,2,294,6283
3,1,1,1,5,1,29,1,1,17,8,2,6,1,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,292,6207
4,1,1,2,10,3,29,1,12,17,8,3,2,2,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,292,6197
4,1,1,2,9,3,29,1,12,17,8,2,2,2,2,3,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,292,6197
5,1,1,1,10,1,29,1,3,17,8,3,2,2,1,99,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,291,6199
5,1,1,2,2,2,29,1,11,17,8,2,1,1,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,291,6198
1,1,1,1,5,2,29,1,11,17,8,2,6,1,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,292,6207
1,1,3,3,5,1,29,1,4,17,8,2,1,1,2,8,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,291,6212
1,1,1,2,13,1,29,1,8,17,8,2,1,1,1,99,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,291,6205
1,1,2,2,3,1,29,1,5,17,8,4,2,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,291,6215
12,1,1,1,1,2,99,1,2,17,9,2,7,2,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,3,2,306,6352
12,1,1,1,3,2,99,1,6,17,9,4,1,9,2,8,2,3,9,9,9,9,9,9,9,9,9,9,9,9,3,2,306,6352
3,1,1,1,2,1,99,1,9,17,9,2,7,1,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,296,6281
11,1,1,2,10,1,99,1,4,17,9,2,6,1,2,5,2,3,9,9,9,9,9,9,9,9,9,9,9,9,2,2,302,6285
11,1,2,2,10,1,99,1,7,17,9,1,6,1,2,4,2,3,0,0,0,0,0,1,0,1,0,0,0,0,2,2,302,6285
14,1,1,1,5,1,99,1,4,17,9,1,6,1,2,4,2,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,302,6285
18,1,1,1,4,5,99,1,9,17,9,1,2,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,302,6285
2,1,1,1,3,2,99,1,3,17,9,4,4,9,2,99,2,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,302,6285
19,1,2,2,9,5,99,1,8,17,9,2,2,2,2,4,2,5,1,1,0,0,1,1,1,1,1,0,0,0,2,2,302,6285
2,1,1,1,10,2,99,1,6,17,10,1,1,1,2,5,1,3,0,0,1,1,0,1,0,1,1,0,0,0,3,2,306,6341
4,1,1,1,9,2,99,1,2,17,10,2,2,1,1,99,2,5,9,9,9,9,9,9,9,9,9,9,9,9,3,2,306,6341
10,1,1,1,8,1,99,1,12,17,10,2,4,9,1,99,1,1,0,1,1,1,0,0,0,1,0,0,0,0,3,2,306,6341
14,1,1,1,9,3,99,1,6,17,10,3,2,1,2,4,2,5,1,0,1,1,0,1,1,0,1,0,0,0,3,2,306,6341
16,1,1,1,7,1,99,1,5,17,10,2,3,9,2,9,2,5,1,0,1,1,0,0,1,1,0,0,0,0,2,2,302,6287
6,1,1,1,3,4,99,1,12,17,10,4,1,9,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,302,6287
6,1,1,3,7,4,99,1,9,17,10,2,4,9,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,302,6287
6,1,2,3,7,4,99,1,12,17,10,2,4,9,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,302,6287
6,1,3,3,7,4,99,1,12,17,10,3,4,9,2,4,2,1,0,0,1,0,0,0,0,1,1,0,0,0,2,2,302,6287
8,1,1,1,10,2,99,1,3,17,10,2,2,1,1,99,1,1,0,0,0,0,0,1,0,0,1,0,0,0,2,2,302,6287
11,1,2,2,9,3,99,1,8,17,10,2,2,1,2,9,2,3,1,0,0,0,0,0,0,0,1,0,0,0,2,2,302,6287
11,1,1,2,9,3,99,1,3,17,10,1,2,1,2,9,2,3,9,9,9,9,9,9,9,9,9,9,9,9,2,2,302,6287
12,1,1,1,9,4,99,1,10,17,10,3,2,1,2,6,2,3,0,0,0,0,1,0,1,1,1,0,0,0,2,2,302,6287
13,1,1,1,2,1,99,1,9,17,10,4,1,2,2,8,2,1,1,0,1,0,0,0,0,1,0,0,0,0,2,2,302,6287
14,1,1,1,1,2,99,1,5,17,10,2,5,2,2,1,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,302,6287
14,1,1,1,11,2,99,1,12,17,10,2,2,1,2,8,2,3,9,9,9,9,9,9,9,9,9,9,9,9,2,2,302,6287
14,1,1,1,13,2,99,1,12,17,10,2,2,1,2,8,2,3,1,0,1,1,1,1,1,0,1,0,0,0,2,2,302,6287
19,1,1,1,10,1,99,1,4,17,10,2,2,1,2,4,2,3,0,0,1,0,0,1,0,0,1,0,0,0,2,2,302,6287
19,1,1,1,5,1,99,1,6,17,10,3,1,1,2,7,2,3,9,9,9,9,9,9,9,9,9,9,9,9,2,2,302,6287
17,1,1,4,9,1,99,1,1,17,10,1,2,1,2,8,2,3,9,9,9,9,9,9,9,9,9,9,9,9,2,2,302,6287
17,1,2,4,9,1,99,1,3,17,10,2,2,1,2,8,2,3,9,9,9,9,9,9,9,9,9,9,9,9,2,2,302,6287
17,1,3,4,9,1,99,1,7,17,10,1,2,1,2,8,2,3,9,9,9,9,9,9,9,9,9,9,9,9,2,2,302,6287
17,1,4,4,9,1,99,1,12,17,10,1,2,1,2,8,2,3,0,0,0,1,0,0,0,0,1,0,0,0,2,2,302,6287
19,1,1,1,4,1,99,1,11,17,10,3,2,2,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,302,6287
4,1,1,1,3,1,99,1,9,17,10,3,2,9,2,6,2,1,0,0,0,0,0,0,0,1,1,0,0,0,2,2,304,6286
11,1,1,1,9,2,99,1,7,17,10,2,2,1,2,6,2,3,0,0,0,0,0,0,0,0,1,0,0,0,2,2,304,6286
2,1,1,1,10,3,99,1,4,17,10,3,1,1,2,3,2,3,0,1,0,0,0,0,0,1,1,0,0,0,2,2,302,6287
2,1,1,2,4,3,99,1,1,17,10,3,2,1,2,4,1,3,9,9,9,9,9,9,9,9,9,9,9,9,2,2,302,6287
2,1,1,2,9,3,99,1,2,17,10,3,2,1,2,8,2,3,9,9,9,9,9,9,9,9,9,9,9,9,2,2,302,6287
2,1,2,2,4,3,99,1,2,17,10,9,2,2,2,8,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,302,6287
2,1,2,2,9,3,99,1,4,17,10,1,2,2,2,7,2,3,9,9,9,9,9,9,9,9,9,9,9,9,2,2,302,6287
3,1,1,1,3,3,99,1,3,17,10,4,2,9,2,8,2,1,0,0,0,0,0,0,0,1,1,0,0,0,2,2,302,6287
5,1,1,1,4,4,99,1,3,17,10,4,2,2,1,99,2,1,1,0,0,0,0,0,0,1,0,0,0,0,2,2,302,6287
5,1,1,1,4,1,29,1,4,17,11,2,2,2,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,294,6288
3,1,1,1,9,2,29,1,12,17,11,1,2,1,2,6,2,3,0,0,0,0,0,0,0,0,1,0,0,0,1,3,289,6140
5,1,1,1,5,1,29,1,4,17,11,2,6,1,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,294,6288
5,1,1,1,5,1,29,1,5,17,11,3,1,1,2,8,2,3,0,0,0,0,0,1,1,1,1,0,0,0,1,3,289,6156
2,1,1,1,14,1,29,1,11,17,11,1,1,1,2,4,2,2,0,0,0,0,0,0,0,0,1,0,0,0,1,2,294,6289
4,1,1,1,2,1,29,1,3,17,11,4,1,2,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,288,6165
3,1,1,1,2,3,29,1,9,17,11,3,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,289,6088
1,1,1,1,7,2,29,1,3,17,11,2,4,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,289,6158
5,1,1,1,3,2,29,1,1,17,11,3,1,9,2,6,2,5,0,0,0,0,0,0,1,1,1,0,0,0,1,2,288,6139
4,1,1,1,3,1,29,1,7,17,11,3,2,9,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,288,6165
3,1,1,2,2,2,29,1,11,17,11,2,4,2,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,288,6062
2,1,1,1,8,1,29,1,3,17,11,2,3,9,2,7,2,1,0,1,1,0,0,0,0,0,0,0,0,0,1,3,292,6214
4,1,3,5,3,1,29,1,12,17,11,2,2,9,1,99,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,288,6123
5,1,1,1,5,1,29,1,9,17,11,2,1,1,2,6,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,2,288,6128
3,1,1,2,2,2,29,1,2,17,11,2,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,294,6298
1,1,1,1,3,2,29,1,1,17,11,9,2,9,2,8,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3,289,6177
3,1,1,1,1,3,29,1,9,17,11,3,1,1,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,289,6088
1,1,1,2,3,1,29,1,10,17,11,4,2,9,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,290,6129
3,1,1,1,1,2,29,1,8,17,11,4,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,294,6298
1,1,1,3,5,1,29,1,12,17,11,2,6,1,2,4,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,294,6318
1,1,1,2,2,3,29,1,12,17,11,3,4,2,2,7,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,288,6167
4,1,3,5,4,1,29,1,12,17,11,2,2,2,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,288,6123
2,1,1,1,3,1,29,1,1,17,11,2,2,9,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,294,6289
2,1,1,1,5,1,29,1,7,17,11,1,1,1,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,288,6176
4,1,1,1,5,1,29,1,8,17,11,3,6,1,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,288,6173
4,1,1,2,4,2,29,1,4,17,11,2,2,1,1,99,1,2,9,9,9,9,9,9,9,9,9,9,9,9,1,3,289,6185
4,1,5,5,3,1,29,1,12,17,11,2,2,9,1,99,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,288,6123
3,1,1,1,3,1,29,1,5,17,11,4,1,9,2,4,2,5,0,0,0,0,0,0,0,0,0,1,0,0,1,2,294,6288
3,1,2,3,5,1,29,1,6,17,11,2,6,1,2,1,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,288,6124
3,1,1,4,3,5,29,1,12,17,11,4,2,9,2,99,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,3,289,6154
4,1,2,2,4,2,29,1,2,17,11,2,2,1,1,99,2,3,0,1,1,1,1,1,1,1,1,0,0,0,1,3,289,6185
4,1,2,2,9,1,29,1,1,17,11,2,2,2,2,3,2,5,1,1,1,1,0,0,0,0,0,1,0,0,1,2,288,6124
3,2,1,1,5,4,29,1,12,17,11,3,1,1,1,99,2,1,0,1,1,1,1,1,0,1,1,0,0,0,1,3,289,6177
5,1,1,1,9,5,29,1,7,17,11,3,2,1,2,3,2,3,0,0,0,0,0,0,0,0,1,0,0,0,1,2,288,6125
4,1,5,5,4,1,29,1,12,17,11,2,2,2,1,99,2,1,0,1,0,0,0,0,0,1,1,0,0,0,1,2,288,6123
1,1,1,1,4,1,29,1,2,17,11,1,2,2,2,5,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,288,6124
11,1,2,2,5,1,29,1,8,17,11,1,6,1,2,6,2,1,0,1,0,1,0,0,0,0,1,0,0,0,3,2,306,6353
3,1,2,2,2,2,29,1,8,17,11,4,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,294,6298
2,1,1,1,9,1,29,1,11,17,11,2,2,1,2,3,2,3,1,1,1,1,0,1,0,0,1,0,0,0,1,3,289,6156
3,1,1,1,9,2,29,1,3,17,11,2,1,1,2,3,2,5,1,1,1,1,0,1,1,1,1,0,0,0,1,2,288,6174
5,1,1,1,4,2,29,1,4,17,11,2,2,2,2,3,2,1,1,1,1,0,0,1,1,1,1,0,0,0,1,2,288,6174
18,1,1,1,5,3,29,1,10,17,11,3,3,1,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,3,1,286,5950
3,1,1,1,11,3,29,1,10,17,11,3,2,1,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,289,6142
5,1,2,2,9,1,29,1,5,17,11,2,3,2,2,4,2,5,1,1,1,1,0,1,1,1,1,0,0,0,1,2,288,6124
4,1,1,1,5,1,29,1,9,17,11,1,6,1,2,4,2,1,0,1,1,1,0,1,1,1,0,0,0,0,1,2,288,6174
1,1,2,2,2,3,29,1,5,17,11,3,4,2,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,288,6167
5,1,1,2,2,1,29,1,9,17,11,4,1,2,2,8,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,288,6124
4,1,1,2,9,1,29,1,10,17,11,2,2,2,2,3,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,288,6124
4,1,1,5,4,1,29,1,11,17,11,2,2,2,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,288,6123
4,1,1,1,5,1,29,1,10,17,11,4,1,1,2,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,1,2,288,6165
5,1,1,1,5,2,29,1,12,17,11,1,1,1,2,4,2,1,1,1,1,1,1,1,1,0,1,0,0,0,1,2,288,6172
1,1,2,2,13,3,29,1,2,17,11,2,6,1,2,4,2,3,1,1,1,0,0,0,0,1,1,0,0,0,1,3,289,6161
2,1,1,1,5,1,29,1,10,17,11,2,4,1,1,99,2,1,1,1,0,1,1,1,1,1,1,0,0,0,1,3,289,6164
1,1,1,1,3,2,29,1,3,17,11,2,2,9,2,3,2,5,1,1,0,1,1,0,0,1,1,0,0,0,1,2,288,6141
3,1,1,1,2,3,29,1,5,17,11,4,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,289,6142
3,1,1,1,2,2,29,1,1,17,11,4,1,2,2,3,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,288,6174
5,1,1,1,5,2,29,1,10,17,11,2,1,1,2,6,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,288,6149
5,1,1,2,5,2,29,1,12,17,11,3,1,1,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,288,6168
5,1,2,2,2,1,29,1,5,17,11,2,1,2,2,8,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,288,6124
3,1,1,1,5,1,29,1,12,17,11,1,6,1,2,5,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,291,6237
4,1,1,2,9,2,29,1,1,17,11,2,2,2,2,9,1,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,289,6163
1,1,3,3,5,1,29,1,9,17,11,3,6,1,2,4,2,3,0,0,1,0,0,0,0,1,1,0,0,0,1,2,294,6318
12,1,1,1,5,2,29,1,9,17,11,1,6,1,2,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,3,2,306,6353
1,1,2,3,5,1,29,1,11,17,11,2,6,1,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,294,6318
5,1,1,1,5,5,29,1,9,17,11,3,5,1,2,3,1,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,288,6125
3,1,1,3,5,1,29,1,8,17,11,1,6,1,2,6,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,288,6124
3,1,4,4,3,5,29,1,2,17,11,2,2,9,2,4,2,3,1,1,1,1,1,1,1,1,1,0,0,0,1,3,289,6154
1,1,1,1,10,1,29,1,12,17,11,1,2,1,1,99,1,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,288,6175
4,1,1,1,9,1,29,1,5,17,11,2,3,1,2,1,2,3,1,0,1,0,0,0,0,1,1,0,0,0,1,2,288,6165
3,1,1,2,3,2,29,1,6,17,11,3,2,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,288,6168
5,1,1,1,9,2,29,1,2,17,11,2,2,1,2,9,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,3,289,6148
1,1,2,2,3,1,29,1,6,17,11,4,2,9,2,3,2,1,1,1,1,1,0,1,0,1,1,0,0,0,1,4,290,6129
4,1,1,1,5,2,29,1,7,17,11,1,1,1,2,4,2,5,0,0,0,0,0,0,0,0,1,0,0,0,1,2,288,6168
3,1,2,4,3,5,29,1,9,17,11,4,2,9,2,4,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,3,289,6154
2,1,1,1,3,1,29,1,5,17,11,1,1,9,2,7,2,1,0,1,1,0,0,0,0,0,0,0,0,0,1,3,289,6181
1,1,1,1,9,3,29,1,99,17,11,1,2,1,2,3,2,5,0,0,0,0,0,0,0,0,1,0,0,0,1,2,288,6167
4,1,1,1,9,1,29,1,11,17,11,2,2,2,2,3,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,288,6173
4,1,2,5,4,1,29,1,11,17,11,3,2,2,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,288,6123
5,1,1,2,9,1,29,1,12,17,11,2,3,2,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,288,6124
2,1,2,5,4,1,29,1,10,17,11,2,2,2,2,99,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,289,6136
5,1,1,1,13,2,29,1,1,17,11,2,1,1,2,1,2,3,0,1,1,1,0,1,1,0,1,0,0,0,1,2,288,6187
2,1,1,5,4,1,29,1,12,17,11,9,2,2,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,289,6136
4,1,2,2,9,2,29,1,5,17,11,2,2,2,2,9,1,5,1,1,1,0,0,0,0,0,0,0,0,0,1,3,289,6163
