VIV_SEL,HOGAR,ND_TIPO,TD_TIPO,BPCOD,R_SEL,RESUL_H,BP1_1,BP1_2C,BP1_3C,BP1_4,BP1_5,BP1_6,BP1_20,BP1_23,BP1_30,BP1_33,BP1_34,BP1_35,BP1_36_01,BP1_36_02,BP1_36_03,BP1_36_04,BP1_36_05,BP1_36_06,BP1_36_07,BP1_36_08,BP1_36_09,BP1_36_10,BP1_36_11,BP1_36_99,FAC_DEL,DOM,EST,UPM,EST_SOC
1,1,1,1,5,3,1,8,19,23,3,5,1,2,6,2,5,5754,258,1,0,0,0,0,0,0,0,1,0,0,0,2040,1,149,7446,3
4,1,1,1,2,1,1,11,19,46,4,1,2,2,4,2,1,2000,0,0,0,0,0,0,0,0,0,1,0,0,0,510,1,149,7446,3
3,1,1,3,13,2,1,6,19,48,1,2,1,2,8,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,984,1,148,7447,2
3,1,2,3,13,2,1,9,19,48,2,2,1,2,8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,984,1,148,7447,2
3,1,3,3,13,2,1,12,19,48,2,2,1,2,8,2,3,0,0,1,1,1,1,0,1,1,1,1,0,0,0,984,1,148,7447,2
4,1,1,1,3,1,1,11,19,48,3,2,1,2,6,2,1,1600,0,1,1,1,1,0,0,1,0,1,0,0,0,492,1,148,7447,2
1,1,1,3,5,1,1,3,19,46,3,1,1,2,4,2,1,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,602,1,148,7448,2
1,1,2,3,5,1,1,6,19,39,2,1,1,2,5,2,1,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,602,1,148,7448,2
1,1,3,3,5,1,1,12,19,6,1,1,1,2,4,2,1,1500,0,0,0,0,0,0,1,0,0,1,0,0,0,602,1,148,7448,2
3,1,1,1,2,2,1,7,19,6,2,1,2,2,99,2,1,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,602,1,148,7448,2
5,1,1,2,5,1,1,12,19,39,3,1,1,2,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1204,1,148,7448,2
5,1,1,2,9,1,1,6,19,6,2,2,2,2,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1204,1,148,7448,2
5,1,1,3,4,1,1,8,19,26,3,2,1,1,4,2,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,602,1,148,7448,2
5,1,2,2,5,1,1,9,19,39,3,1,1,2,4,2,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,1204,1,148,7448,2
5,1,2,2,9,1,1,3,19,6,1,2,2,2,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1204,1,148,7448,2
5,1,2,3,4,1,1,11,19,26,3,2,2,1,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602,1,148,7448,2
5,1,3,3,4,1,1,12,19,6,3,2,2,2,4,2,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,602,1,148,7448,2
2,1,1,1,9,2,1,99,19,26,2,2,2,2,4,2,5,5754,258,0,0,0,0,0,0,0,0,0,0,0,0,848,1,149,7450,3
2,1,1,1,10,2,1,99,19,26,3,2,1,2,8,2,1,700,0,1,1,1,0,1,1,0,1,0,0,0,0,848,1,149,7450,3
3,1,1,1,1,1,1,9,19,31,3,2,2,1,4,2,1,80000,0,0,0,0,0,0,0,0,0,0,0,0,0,424,1,149,7450,3
3,1,1,1,2,1,1,7,19,26,3,2,2,2,6,2,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,424,1,149,7450,3
3,1,1,1,5,1,1,4,19,6,2,1,1,2,1,2,1,500,0,1,1,1,1,0,1,1,1,0,0,0,0,848,1,149,7450,3
4,1,1,1,5,1,1,4,19,39,3,5,1,2,4,2,1,2500,0,0,1,0,1,0,0,0,0,0,0,0,0,1696,1,149,7450,3
5,1,1,1,3,1,1,4,19,26,2,4,1,2,3,2,1,200,0,0,1,1,1,0,0,0,1,0,0,0,0,424,1,149,7450,3
3,1,1,3,3,2,1,99,19,26,3,2,1,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496,1,148,7451,2
3,1,2,3,3,2,1,99,19,26,1,2,1,2,4,2,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,496,1,148,7451,2
3,1,3,3,3,2,1,99,19,26,4,2,1,2,4,2,1,1000,0,1,0,0,1,0,0,0,0,0,0,0,0,496,1,148,7451,2
5,1,1,2,2,3,1,4,19,39,4,2,1,2,8,1,1,900,0,0,0,0,0,0,0,0,0,0,0,0,0,392,1,149,7452,3
5,1,2,2,2,3,1,1,19,39,4,2,1,2,6,1,1,1500,0,1,1,1,1,0,0,0,1,1,0,0,0,392,1,149,7452,3
2,1,1,1,3,2,1,9,19,39,3,1,1,2,3,2,5,5754,258,0,0,0,0,0,0,0,0,0,1,0,0,461,1,150,7453,4
3,1,1,1,4,1,1,8,19,39,1,2,1,2,9,2,5,5754,258,0,1,0,0,0,0,0,0,0,1,0,0,461,1,150,7453,4
5,1,1,1,1,1,1,2,19,6,3,1,1,1,4,1,1,200000,0,0,1,0,1,0,1,0,1,0,0,0,0,461,1,150,7453,4
2,1,1,1,9,1,1,12,19,39,2,2,1,2,7,2,3,0,0,0,1,0,1,0,1,1,0,0,0,0,0,450,1,150,7454,4
4,1,1,1,9,1,1,12,19,26,2,2,1,2,7,2,3,0,0,1,1,1,1,0,1,1,1,1,0,0,0,900,1,150,7454,4
5,1,1,1,1,2,1,99,19,26,2,1,2,1,4,2,1,35000,0,0,0,1,1,0,1,0,0,0,0,0,0,450,1,150,7454,4
2,1,1,1,2,1,1,6,19,48,3,1,2,2,4,2,1,2000,0,0,1,1,1,0,1,1,1,0,0,0,0,632,1,149,7455,3
4,1,1,1,2,1,1,10,19,48,3,1,2,2,6,2,1,400,0,1,1,1,1,1,1,1,0,1,0,0,0,632,1,149,7455,3
1,1,1,1,5,2,1,4,19,19,4,1,1,2,5,2,1,3000,0,0,0,1,0,0,0,0,0,0,0,0,0,1470,1,149,7456,3
2,1,1,1,2,1,1,11,19,48,4,1,2,2,6,2,1,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,1630,1,147,7457,1
2,1,1,1,4,1,1,12,19,48,4,2,2,2,6,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1630,1,147,7457,1
3,1,1,2,2,2,1,7,19,26,3,2,2,2,5,2,1,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,360,1,149,7458,3
3,1,1,3,9,2,1,2,19,26,2,2,2,2,7,2,5,5754,258,0,0,0,0,0,0,0,0,0,0,0,0,1080,1,149,7458,3
3,1,2,2,2,2,1,5,19,26,2,2,2,2,5,2,1,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,360,1,149,7458,3
3,1,2,3,9,2,1,4,19,26,3,2,2,2,5,2,5,5754,258,0,0,0,0,0,0,0,0,0,0,0,0,1080,1,149,7458,3
3,1,3,3,9,2,1,10,19,26,3,2,2,2,6,2,5,5754,258,0,1,0,1,0,1,0,0,0,0,0,0,1080,1,149,7458,3
4,1,1,1,2,1,1,10,19,39,4,2,1,2,4,2,1,1365,0,0,0,0,1,0,0,0,0,0,0,0,0,530,1,148,7459,2
5,1,1,1,1,4,1,11,19,39,4,2,2,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530,1,148,7459,2
5,1,1,1,2,4,1,12,19,39,4,2,2,2,3,2,1,400,0,0,0,0,0,0,0,0,0,0,0,0,0,530,1,148,7459,2
5,1,1,2,9,4,1,4,19,39,2,2,1,2,9,2,5,5754,258,0,0,0,0,0,0,0,0,0,0,0,0,5300,1,148,7459,2
5,1,2,2,9,4,1,10,19,39,2,2,1,2,3,2,5,5754,258,1,1,0,0,0,0,0,0,1,0,0,0,5300,1,148,7459,2
5,1,1,1,4,3,1,10,19,39,3,2,1,2,6,2,5,5754,258,0,0,0,0,0,0,0,0,0,0,0,0,481,1,149,7460,3
5,1,1,1,5,3,1,10,19,39,2,1,1,2,6,2,1,500,0,1,1,1,1,1,1,1,1,1,0,0,0,2405,1,149,7460,3
5,1,1,2,3,3,1,3,19,39,4,2,1,2,3,2,1,800,0,0,0,0,0,0,0,0,0,0,0,0,0,481,1,149,7460,3
5,1,2,2,3,3,1,7,19,39,4,2,1,2,3,2,1,800,0,0,0,0,0,0,0,0,0,0,0,0,0,481,1,149,7460,3
1,1,1,1,2,2,1,6,19,46,9,2,2,2,3,2,1,10000,0,0,0,0,0,0,0,0,0,1,0,0,0,610,1,150,7462,4
1,1,1,2,4,2,1,12,19,39,3,2,2,2,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422,1,149,7465,3
1,1,2,2,4,2,1,10,19,39,2,2,2,2,4,2,1,1500,0,1,0,1,0,0,0,0,1,0,0,0,0,422,1,149,7465,3
4,1,1,1,3,1,1,10,19,39,4,2,1,1,4,2,1,350,0,0,1,1,0,0,0,0,0,0,0,0,0,422,1,149,7465,3
2,1,1,1,4,2,1,7,19,39,1,2,2,2,5,2,1,7000,0,0,0,1,0,0,0,0,1,0,0,0,0,457,1,149,7466,3
1,1,1,2,2,1,1,2,19,26,2,1,2,2,4,2,1,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,460,1,148,7468,2
1,1,1,2,3,1,1,4,19,26,2,1,1,2,6,2,1,400,0,0,0,0,0,0,0,0,0,0,0,0,0,460,1,148,7468,2
1,1,2,2,2,1,1,12,19,31,2,1,2,2,1,2,1,250,0,0,0,0,0,0,0,0,0,0,0,0,0,460,1,148,7468,2
1,1,2,2,3,1,1,11,19,26,2,1,1,2,4,2,1,1800,0,0,0,0,0,0,1,0,0,0,0,0,0,460,1,148,7468,2
1,1,1,1,4,4,1,11,19,26,4,2,1,2,9,1,1,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,570,1,149,7470,3
1,1,1,1,10,4,1,10,19,26,3,1,2,1,4,2,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2850,1,149,7470,3
2,1,1,1,4,2,1,6,19,26,2,2,1,2,5,1,1,3500,0,0,0,0,0,0,1,0,0,0,0,0,0,570,1,149,7470,3
3,1,1,1,2,2,1,11,19,26,4,1,2,2,6,2,1,600,0,0,0,0,0,0,0,0,0,0,0,0,0,570,1,149,7470,3
3,1,1,3,5,2,1,1,19,26,1,3,1,1,4,2,1,800,0,0,0,0,0,0,0,0,0,0,0,0,0,1140,1,149,7470,3
3,1,2,3,5,2,1,12,19,26,2,3,1,1,4,2,1,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,1140,1,149,7470,3
3,1,3,3,5,2,1,3,19,26,1,4,1,1,4,2,1,17000,0,0,1,1,0,0,1,0,0,0,0,0,0,1140,1,149,7470,3
5,1,1,1,2,4,1,2,19,26,3,5,2,2,3,2,1,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,570,1,149,7470,3
5,1,1,1,4,4,1,10,19,26,4,2,2,2,4,2,1,20000,0,0,0,1,1,0,0,0,0,0,0,0,0,570,1,149,7470,3
1,1,1,1,4,1,1,7,19,19,2,2,2,2,6,2,1,30000,5000,0,0,0,0,0,0,0,0,0,0,0,0,637,1,150,7471,4
1,1,1,1,9,1,1,3,19,19,2,2,1,2,6,2,3,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1274,1,150,7471,4
1,1,1,1,9,2,1,7,19,39,1,2,1,2,4,2,3,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1032,1,148,7472,2
3,1,1,1,8,2,1,12,19,39,1,4,1,2,6,2,1,2200,0,1,1,1,1,1,1,1,1,1,0,0,0,1032,1,148,7472,2
2,1,1,1,2,1,1,8,19,39,4,1,2,2,4,2,1,1500,0,0,0,0,1,0,0,0,1,0,0,0,0,527,1,148,7473,2
2,2,1,1,5,2,1,1,19,39,1,1,1,2,4,2,2,600,0,0,0,0,1,0,0,1,0,0,0,0,0,1038,1,148,7474,2
3,2,1,1,9,2,1,12,19,39,2,2,1,2,3,2,5,5754,258,1,1,0,0,0,0,0,0,0,0,0,0,1038,1,148,7474,2
3,1,1,2,2,3,1,8,19,46,4,1,2,2,5,2,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,711,1,149,7475,3
3,1,1,2,3,3,1,5,19,46,3,1,1,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,711,1,149,7475,3
3,1,2,2,2,3,1,9,19,46,3,1,2,2,5,2,1,400,0,0,0,0,0,0,0,0,0,0,0,0,0,711,1,149,7475,3
3,1,2,2,3,3,1,7,19,46,3,1,1,2,7,2,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,711,1,149,7475,3
5,1,1,3,4,3,1,6,19,46,3,2,2,2,7,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,711,1,149,7475,3
5,1,2,3,4,3,1,11,19,46,4,2,2,2,7,2,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,711,1,149,7475,3
5,1,3,3,4,3,1,11,19,46,4,2,2,2,7,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,711,1,149,7475,3
2,1,1,1,9,2,1,6,19,6,2,2,1,2,8,2,3,0,0,1,0,1,1,0,1,0,1,1,0,0,0,810,1,149,7476,3
2,1,1,2,2,2,1,99,19,6,4,1,2,2,4,2,1,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,405,1,149,7476,3
2,1,2,2,2,2,1,99,19,6,4,1,2,2,4,2,1,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,405,1,149,7476,3
3,1,1,1,9,2,1,5,19,8,2,2,1,2,7,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,820,1,148,7477,2
3,1,1,1,4,1,1,9,19,26,1,2,2,2,6,2,1,3000,0,0,0,0,1,0,0,0,0,0,0,0,0,623,1,150,7478,4
2,1,1,2,2,3,1,3,19,39,2,1,2,2,6,2,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,552,1,149,7479,3
2,1,2,2,2,3,1,11,19,39,3,1,2,2,6,2,1,3000,0,0,0,0,0,0,0,0,1,0,0,0,0,552,1,149,7479,3
3,1,1,1,5,1,1,9,19,39,1,1,1,2,4,2,3,0,0,0,0,1,1,0,1,1,0,0,0,0,0,552,1,149,7479,3
1,1,1,1,2,1,1,11,19,39,3,1,2,2,3,2,1,1200,0,0,0,0,0,0,0,0,0,1,0,0,0,517,1,149,7480,3
2,1,1,1,7,2,1,12,9,999,9,4,1,2,4,2,1,15000,0,0,1,1,0,0,0,0,0,0,0,0,0,1034,1,149,7480,3
4,1,1,1,9,2,1,8,19,39,2,2,1,2,1,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1551,1,149,7480,3
5,1,1,1,2,2,1,3,19,39,4,1,2,2,4,2,1,4000,0,0,0,0,1,0,0,0,1,1,0,0,0,517,1,149,7480,3
2,1,1,1,4,1,1,3,19,39,9,2,2,2,4,2,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,455,1,149,7481,3
2,1,1,1,10,1,1,12,19,39,3,2,1,2,3,2,5,5754,258,0,0,0,1,0,0,0,0,1,0,0,0,910,1,149,7481,3
5,1,1,1,9,1,1,6,19,39,2,2,1,2,3,2,5,5754,258,0,0,0,0,0,0,0,0,1,0,0,0,455,1,149,7481,3
1,1,1,1,5,2,1,11,19,39,1,1,1,2,4,2,1,800,0,0,0,0,0,0,0,0,0,1,1,0,0,1168,1,149,7482,3
2,1,1,1,5,1,1,6,19,46,2,1,1,1,4,2,1,11000,0,0,0,0,0,0,0,0,0,1,0,0,0,584,1,149,7482,3
3,1,1,1,2,2,1,4,19,46,4,1,2,2,4,2,1,1500,0,0,0,0,0,0,0,0,0,1,0,0,0,584,1,149,7482,3
3,1,1,1,4,2,1,3,19,48,3,2,1,2,4,2,3,2000,0,0,0,0,1,0,0,0,1,0,0,0,0,409,1,149,7483,3
1,1,1,1,1,2,1,9,19,39,1,1,1,1,4,2,3,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,766,1,150,7484,4
1,1,1,1,2,2,1,3,19,19,2,2,1,1,4,2,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,766,1,150,7484,4
1,1,1,4,9,2,1,3,19,19,1,2,1,2,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1532,1,150,7484,4
1,1,2,4,9,2,1,5,19,19,1,2,1,2,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1532,1,150,7484,4
1,1,3,4,9,2,1,11,19,19,1,2,1,2,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1532,1,150,7484,4
1,1,4,4,9,2,1,12,19,19,1,2,1,2,5,2,3,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1532,1,150,7484,4
3,1,1,1,2,1,1,10,19,19,3,1,2,2,5,2,1,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,766,1,150,7484,4
3,1,1,1,7,1,1,11,28,27,2,4,1,2,9,2,1,500,0,1,1,1,1,0,1,1,0,1,0,0,0,2298,1,150,7484,4
2,1,1,1,2,1,1,2,19,39,1,1,2,2,4,2,1,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,877,1,149,7485,3
2,1,1,1,3,1,1,9,19,26,3,2,1,2,4,2,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,877,1,149,7485,3
2,1,1,1,7,1,1,3,19,39,2,4,1,2,9,2,1,40000,0,0,1,1,0,1,1,0,1,1,0,0,0,1754,1,149,7485,3
1,1,1,1,1,3,1,6,19,39,3,1,1,1,4,2,1,35000,0,0,0,1,0,0,0,0,0,1,0,0,0,473,1,148,7486,2
2,1,1,1,1,4,1,2,19,26,3,1,1,2,9,1,1,10000,0,0,0,0,0,0,0,0,1,0,0,0,0,473,1,148,7486,2
5,1,1,1,9,1,1,5,19,39,2,2,1,2,1,2,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1662,1,148,7488,2
1,1,1,4,2,2,1,2,19,46,4,1,2,2,1,2,1,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,513,1,150,7489,4
1,1,2,4,2,2,1,3,19,46,4,1,2,2,1,2,1,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,513,1,150,7489,4
1,1,3,4,2,2,1,5,19,46,4,1,2,2,1,2,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,513,1,150,7489,4
1,1,4,4,2,2,1,6,19,46,4,1,2,2,1,2,1,5000,0,0,0,0,0,0,0,0,1,1,0,0,0,513,1,150,7489,4
5,1,1,1,9,4,1,6,19,46,2,2,1,2,5,2,5,5754,258,1,0,0,0,0,0,0,0,0,0,0,0,2052,1,150,7489,4
1,1,1,1,9,1,1,11,19,46,3,2,1,2,4,2,5,5754,258,1,0,1,0,0,0,0,0,0,0,0,0,550,1,150,7490,4
3,1,1,1,1,1,1,1,19,46,3,1,1,2,4,2,3,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,550,1,150,7490,4
3,1,1,2,2,1,1,99,19,46,4,1,2,2,4,2,1,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,550,1,150,7490,4
3,1,2,2,2,1,1,99,19,46,4,1,2,2,4,2,1,2000,0,0,0,0,0,0,0,0,0,0,0,1,0,550,1,150,7490,4
4,3,1,1,7,1,1,12,19,39,3,4,1,2,9,2,3,0,0,0,0,1,0,0,0,0,1,0,1,0,0,550,1,150,7490,4
2,1,1,1,2,2,1,6,19,8,3,1,1,2,4,2,1,9999999,0,0,0,1,0,0,0,0,0,1,0,0,0,542,1,148,7491,2
5,1,1,1,3,1,1,5,19,8,9,2,1,2,4,2,1,100,0,0,0,1,0,0,0,0,0,0,1,0,0,542,1,148,7491,2
1,1,1,1,5,2,1,2,19,39,3,1,1,1,4,2,1,3000,0,0,1,0,0,0,0,0,1,0,0,0,0,876,1,149,7494,3
4,1,1,1,2,2,1,6,19,39,4,1,2,2,3,2,1,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,438,1,149,7494,3
4,1,1,1,5,2,1,12,19,39,2,5,1,2,3,2,5,5754,258,1,0,1,0,0,1,0,1,1,0,0,0,876,1,149,7494,3
1,1,1,2,9,1,1,2,19,39,2,2,1,1,4,2,5,5754,258,0,0,0,0,0,0,0,0,0,0,0,0,1158,1,150,7495,4
1,1,2,2,9,1,1,11,19,39,2,2,1,2,3,2,5,5754,258,1,0,0,0,0,0,0,0,0,0,0,0,1158,1,150,7495,4
2,1,1,1,2,1,1,4,19,23,2,5,2,1,4,2,1,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,579,1,150,7495,4
2,1,1,1,3,1,1,1,19,39,9,2,1,2,4,2,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,579,1,150,7495,4
2,1,1,1,4,1,1,3,19,39,3,2,2,2,4,2,1,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,579,1,150,7495,4
2,1,1,1,8,1,1,4,19,39,2,4,1,2,4,2,1,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,1737,1,150,7495,4
2,1,1,2,9,1,1,1,19,39,1,2,1,2,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1737,1,150,7495,4
2,1,2,2,9,1,1,3,19,46,1,2,1,2,4,2,3,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1737,1,150,7495,4
2,1,1,1,4,1,1,4,19,39,4,2,1,1,4,2,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,453,1,150,7496,4
2,1,1,2,8,1,1,2,19,26,2,4,1,1,4,2,5,5754,258,0,0,0,0,0,0,0,0,0,0,0,0,906,1,150,7496,4
2,1,1,3,2,1,1,6,19,39,1,1,2,1,4,2,1,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,453,1,150,7496,4
2,1,1,3,7,1,1,11,19,39,2,4,1,2,9,2,1,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,906,1,150,7496,4
2,1,2,2,8,1,1,4,19,26,2,4,1,1,4,2,5,5754,258,0,1,0,0,0,1,1,1,1,0,0,0,906,1,150,7496,4
2,1,2,3,2,1,1,2,19,39,2,1,2,1,4,2,1,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,453,1,150,7496,4
2,1,2,3,7,1,1,3,19,19,9,4,1,2,9,2,1,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,906,1,150,7496,4
2,1,3,3,2,1,1,5,19,39,2,3,2,1,4,2,1,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,453,1,150,7496,4
2,1,3,3,7,1,1,12,19,39,3,4,1,2,9,2,1,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,906,1,150,7496,4
2,1,1,1,9,1,1,6,19,48,1,1,1,2,8,1,3,0,0,0,0,0,0,0,1,0,1,1,0,0,0,428,1,149,7498,3
3,1,1,1,3,1,1,99,19,48,9,2,1,2,8,2,1,350,0,0,0,0,0,0,0,0,0,0,0,0,0,428,1,149,7498,3
3,1,1,1,10,1,1,12,19,23,2,3,1,2,3,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,856,1,149,7498,3
4,1,1,1,2,3,1,5,19,48,3,1,2,2,7,2,1,9999999,0,0,0,0,1,0,0,1,1,0,0,0,0,428,1,149,7498,3
5,1,1,1,8,1,1,2,19,48,2,4,1,2,4,2,1,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,856,1,149,7498,3
5,1,1,1,11,1,1,7,19,48,3,1,1,2,4,2,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,856,1,149,7498,3
1,1,1,1,2,1,1,6,19,8,3,1,2,2,5,2,1,1500,0,0,0,0,0,0,0,0,0,1,0,0,0,597,1,150,7500,4
3,1,1,1,2,1,1,1,19,46,4,2,2,2,3,2,1,600,0,0,0,0,0,0,0,0,0,1,0,0,0,597,1,150,7500,4
4,1,1,1,3,4,1,1,19,8,4,1,1,2,7,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,597,1,150,7500,4
1,1,1,1,2,2,1,99,19,26,3,2,2,2,6,2,1,6000,0,0,1,1,1,0,0,0,1,0,0,0,0,554,1,148,7501,2
4,1,1,1,9,1,1,4,19,26,2,2,1,2,4,2,5,5754,258,0,1,0,1,0,1,1,0,0,0,0,0,1108,1,148,7501,2
4,1,1,2,10,1,1,6,19,39,2,2,1,2,3,2,5,5754,258,0,0,0,0,0,0,0,0,0,0,0,0,700,1,148,7503,2
4,1,2,2,10,1,1,11,19,39,1,2,1,2,3,2,5,5754,258,1,0,1,0,0,0,0,0,0,0,0,0,700,1,148,7503,2
1,1,1,1,3,3,1,2,19,39,4,2,1,2,3,2,5,5754,258,0,1,1,0,0,0,0,1,1,0,0,0,520,1,150,7504,4
3,1,1,2,2,6,1,11,19,39,4,1,2,2,3,2,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,520,1,150,7504,4
3,1,2,2,2,6,1,12,19,39,4,1,2,2,3,2,1,1500,0,0,1,1,0,0,0,0,0,0,0,0,0,520,1,150,7504,4
4,1,1,1,2,2,1,10,19,39,4,1,2,2,3,2,1,9999999,0,0,0,0,0,0,0,0,0,0,0,0,0,520,1,150,7504,4
4,1,1,1,3,2,1,6,19,39,4,1,1,2,7,2,1,9999999,0,0,0,0,0,0,0,0,0,0,0,0,0,520,1,150,7504,4
4,1,1,1,9,2,1,2,19,39,2,2,1,2,7,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1040,1,150,7504,4
1,1,1,1,2,3,1,4,19,46,3,1,2,2,5,2,1,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,530,1,150,7505,4
1,1,1,1,3,3,1,6,19,46,2,1,1,2,5,2,1,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,530,1,150,7505,4
1,1,1,2,4,3,1,8,19,46,2,2,2,2,5,2,1,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,530,1,150,7505,4
1,1,2,2,4,3,1,11,19,46,3,2,1,2,5,2,1,2000,0,0,0,1,0,0,0,0,1,0,0,0,0,530,1,150,7505,4
2,1,1,1,9,1,1,6,19,46,3,2,1,2,7,2,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1590,1,150,7505,4
4,1,1,1,7,1,1,6,19,46,2,8,1,2,9,2,5,5754,258,0,0,0,0,0,0,0,1,1,0,0,0,1060,1,150,7505,4
5,1,1,1,3,1,1,6,19,46,4,1,1,2,6,2,1,9999999,0,0,0,0,1,0,0,0,1,1,0,0,0,530,1,150,7505,4
5,1,1,3,2,1,1,7,19,46,4,1,2,2,8,2,1,9999999,0,0,0,0,0,0,0,0,0,0,0,0,0,530,1,150,7505,4
5,1,2,3,2,1,1,5,19,46,4,1,2,2,4,2,1,9999999,0,0,0,0,0,0,0,0,0,0,0,0,0,530,1,150,7505,4
5,1,3,3,2,1,1,2,19,46,4,1,2,2,6,2,1,9999999,0,0,0,0,0,0,0,0,0,0,0,0,0,530,1,150,7505,4
2,1,1,2,3,2,1,7,19,48,4,1,1,2,6,2,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,936,1,150,7506,4
2,1,1,3,2,2,1,11,19,48,4,1,2,1,4,2,1,2500,1000,0,0,0,0,0,0,0,0,0,0,0,0,936,1,150,7506,4
2,1,2,2,3,2,1,2,19,48,4,1,1,2,6,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,936,1,150,7506,4
2,1,2,3,2,2,1,9,19,48,4,1,2,1,4,2,1,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,936,1,150,7506,4
2,1,3,3,2,2,1,2,19,48,4,1,2,2,6,2,1,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,936,1,150,7506,4
3,1,1,2,2,2,1,3,19,48,4,1,2,2,4,2,1,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,936,1,150,7506,4
