VIV_SEL,HOGAR,ND_TIPO,TD_TIPO,BPCOD,R_SEL,RESUL_H,SEXO,EDAD,AREAM_OCU,BP1_1,BP1_2C,BP1_3C,BP1_4,BP1_5,BP1_6,BP1_20,BP1_23,BP1_30,BP1_33,BP1_36_01,BP1_36_02,BP1_36_03,BP1_36_04,BP1_36_05,BP1_36_06,BP1_36_07,BP1_36_08,BP1_36_09,BP1_36_10,BP1_36_11,BP1_36_99,DOMINIO,ESTRATO,EST_DIS,UPM_DIS
2,1,1,2,4,3,1,1,33,19,4,7,101,4,2,1,2,5,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2550
4,1,1,1,3,1,1,1,33,19,2,7,101,2,1,9,2,9,2,1,0,1,1,1,0,0,0,0,0,0,0,0,1,3,106,2657
4,1,1,1,9,1,1,2,28,19,8,7,101,2,5,1,1,99,2,3,1,1,1,1,1,1,1,1,1,0,0,0,1,4,107,2563
4,1,1,5,2,1,1,2,28,19,12,7,101,3,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,107,2563
2,1,2,2,2,4,1,2,21,19,6,7,101,4,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2508
1,1,1,1,4,1,1,1,42,19,1,7,101,4,2,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2528
19,1,1,1,6,2,1,2,30,19,8,7,101,1,1,1,2,6,2,1,0,0,0,0,0,0,0,1,0,0,0,0,3,2,125,2672
5,1,1,1,6,1,1,2,58,19,10,7,101,1,1,2,2,4,2,1,1,1,1,1,0,1,0,1,1,0,0,0,1,3,106,2500
3,1,1,1,8,2,1,1,30,19,3,7,101,2,4,9,1,99,2,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,104,2570
1,1,1,1,9,5,1,2,31,19,1,7,101,2,2,1,2,1,2,3,0,1,1,0,0,0,0,0,0,0,0,0,1,3,106,2498
3,1,1,1,5,2,1,1,21,19,12,7,101,3,1,1,1,99,2,1,0,0,1,1,0,0,1,1,0,0,0,0,2,1,122,2626
3,1,2,2,4,2,1,2,56,19,6,7,101,1,2,2,2,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,106,2505
3,1,2,4,4,1,1,1,24,19,7,7,101,4,2,2,2,99,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2504
12,1,1,1,1,2,1,1,27,19,10,7,101,3,1,2,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,1,120,2640
4,1,1,2,8,1,1,2,35,19,9,7,101,1,4,9,2,8,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2560
3,1,2,2,5,1,1,1,39,19,12,7,101,3,1,1,2,4,2,3,0,0,0,0,0,0,0,0,1,0,0,0,1,2,105,2507
1,1,1,1,6,1,1,2,58,19,2,7,101,9,2,2,2,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,105,2486
4,1,2,5,2,1,1,2,28,19,9,7,101,3,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,107,2563
2,1,1,1,11,2,1,1,23,19,6,7,101,4,5,1,2,7,2,5,0,0,0,1,0,0,1,0,0,0,0,0,1,2,105,2546
3,1,1,1,10,2,1,2,27,19,9,7,101,1,3,2,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2519
1,1,1,1,4,1,1,2,51,19,11,7,101,1,2,1,1,99,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2567
5,1,1,1,9,1,1,2,54,19,12,7,101,2,8,2,2,7,2,3,1,0,0,1,0,1,0,1,1,0,0,0,1,2,105,2516
10,1,1,1,4,1,1,1,30,19,10,7,101,3,2,1,2,7,2,1,0,0,0,0,0,0,0,1,1,0,0,0,2,1,120,2634
2,1,1,1,2,1,1,1,43,19,2,7,101,9,2,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2513
3,1,1,1,10,2,1,2,32,19,1,7,101,1,1,1,2,8,2,3,1,0,1,0,0,0,0,0,0,0,0,0,1,2,105,2579
3,1,1,2,4,2,1,2,56,19,2,7,101,1,2,2,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,106,2505
2,1,1,2,5,1,1,2,22,19,10,7,101,2,1,1,2,1,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2542
7,1,1,1,2,3,1,1,26,19,9,7,101,1,1,2,2,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,124,2699
1,1,1,1,3,1,1,1,40,19,3,7,101,3,2,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,106,2510
3,1,1,1,2,2,1,2,30,19,6,7,101,2,2,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2556
1,1,1,1,6,1,1,2,46,19,8,7,101,3,1,2,2,5,2,1,1,0,1,1,0,0,0,1,0,0,0,0,1,2,105,2536
1,1,1,1,13,3,1,2,24,19,2,7,101,2,6,1,2,7,2,3,1,0,0,0,0,0,0,1,0,0,0,0,1,2,105,2519
1,1,1,1,4,1,1,1,27,19,1,7,101,3,2,2,1,99,2,3,1,1,1,1,1,1,1,1,1,0,0,0,1,3,106,2526
5,1,2,2,6,4,1,2,65,19,5,7,101,1,1,1,2,9,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,105,2488
4,1,1,1,3,1,1,1,36,19,6,7,101,3,2,9,2,4,2,5,0,0,0,0,0,0,0,0,0,0,1,0,1,2,105,2572
1,1,1,1,7,1,1,2,74,19,10,7,101,2,4,9,2,5,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,2,105,2542
2,1,1,1,8,2,1,2,34,19,4,7,101,1,5,9,2,9,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4,107,2577
5,1,1,1,5,1,1,1,21,19,1,7,101,3,1,1,2,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3,106,2496
3,1,1,1,6,3,1,1,30,19,11,7,101,3,1,1,1,99,2,1,0,1,1,1,0,0,0,1,0,0,0,0,1,2,105,2531
4,1,1,1,9,2,1,2,41,19,5,7,101,2,2,1,2,4,2,5,1,0,1,1,0,0,0,0,0,0,0,0,1,2,105,2485
15,1,1,1,9,1,1,1,40,19,12,7,101,2,3,1,2,3,2,5,0,0,0,1,0,0,0,1,0,0,0,0,2,1,122,2642
5,1,1,1,5,1,1,2,54,19,11,7,101,3,1,1,2,1,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2516
1,1,1,1,5,1,1,1,47,19,8,7,101,3,1,1,2,8,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2576
4,1,1,1,2,1,1,1,46,19,4,7,101,2,1,2,2,5,2,1,9,9,9,9,9,9,9,9,9,9,9,9,3,2,125,2672
1,1,1,1,4,2,1,1,19,19,12,7,101,3,2,2,1,99,2,1,0,0,1,0,0,0,0,0,1,0,0,0,1,3,106,2564
2,1,1,1,3,2,1,1,24,19,8,7,101,4,2,9,2,6,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,3,106,2540
3,1,1,2,3,2,1,2,22,19,1,7,101,3,2,9,2,6,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,106,2657
5,1,2,2,5,1,1,1,45,19,11,7,101,2,1,1,2,6,2,2,1,1,1,1,1,0,1,0,1,0,0,0,1,2,108,2600
5,1,1,1,6,3,1,2,40,19,4,7,101,4,2,1,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,106,2657
5,1,1,1,10,3,1,1,37,19,2,7,101,2,2,1,2,8,1,3,0,1,0,1,0,1,0,0,0,0,0,0,1,3,106,2525
3,1,2,2,9,2,1,1,21,19,7,7,101,3,4,1,2,3,2,5,9,9,9,9,9,9,9,9,9,9,9,9,2,1,122,2626
1,1,1,1,6,1,1,2,69,19,99,7,101,1,1,2,2,7,2,1,0,0,1,1,0,0,0,1,1,0,0,0,1,4,107,2511
3,1,1,2,9,2,1,1,21,19,4,7,101,1,1,1,2,3,2,5,9,9,9,9,9,9,9,9,9,9,9,9,2,1,122,2626
5,1,1,1,9,4,1,1,42,19,10,7,101,1,3,1,2,1,2,3,1,1,1,0,0,1,0,0,1,0,0,0,1,2,105,2502
4,1,2,2,8,1,1,2,35,19,5,7,101,2,2,9,2,8,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2560
3,1,1,4,4,1,1,1,24,19,9,7,101,4,2,1,2,6,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2504
3,1,1,2,7,1,1,2,36,19,11,7,101,1,1,9,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2487
5,1,1,1,4,2,1,2,45,19,12,7,101,1,2,1,2,8,2,5,1,1,0,1,0,0,0,0,0,0,0,0,1,3,106,2547
3,1,1,2,3,1,1,2,36,19,3,7,101,3,1,9,2,5,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2487
5,1,1,1,9,1,1,2,34,19,3,7,101,1,3,2,2,4,2,5,1,1,1,1,0,0,0,0,0,0,0,0,1,2,105,2558
1,1,1,1,5,2,1,2,32,19,12,7,101,2,5,1,2,5,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,2,105,2541
4,1,1,1,9,1,1,2,35,19,8,7,101,3,2,1,2,1,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2560
5,1,1,2,3,4,1,2,65,19,6,7,101,9,2,9,2,4,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2488
20,1,1,1,5,3,1,2,39,19,12,7,101,1,5,1,2,4,2,1,1,1,1,0,1,1,1,0,1,0,0,0,2,2,119,2606
4,1,1,1,3,1,1,2,35,19,12,7,101,2,2,9,2,8,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2560
5,1,1,1,5,1,1,2,27,19,10,7,101,3,1,1,2,6,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,106,2523
4,1,1,1,2,1,1,2,35,19,4,7,101,2,1,2,1,99,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2560
1,1,1,1,10,1,1,1,42,19,11,7,101,2,1,1,2,3,2,3,0,0,0,1,0,1,0,0,0,0,0,0,1,2,105,2528
3,1,1,2,5,2,1,2,30,19,11,7,101,2,1,1,2,1,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2556
2,1,1,1,4,2,1,2,49,19,4,7,101,4,2,1,2,6,2,1,0,0,0,1,0,0,0,1,1,0,0,0,1,2,105,2571
9,1,1,1,5,2,1,2,34,19,3,7,101,2,1,1,2,4,2,3,0,0,1,0,0,1,0,0,0,0,0,0,2,2,119,2609
2,1,1,2,3,1,1,1,28,19,11,7,101,4,2,9,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2515
2,1,2,2,4,3,1,1,33,19,3,7,101,9,2,2,2,5,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,2,105,2550
1,1,1,1,1,5,1,2,18,19,11,7,101,4,2,2,2,9,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,3,106,2489
1,1,1,1,8,1,1,1,45,19,7,7,101,2,2,9,2,4,2,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,104,2578
2,1,1,1,4,1,1,1,38,19,12,7,101,2,2,2,1,99,2,1,0,1,0,1,0,1,0,1,1,0,0,0,1,2,105,2580
3,1,1,1,10,1,1,1,41,19,12,7,101,3,2,1,2,5,2,5,0,0,0,0,0,0,0,1,1,0,0,0,1,2,105,2541
8,1,1,1,5,1,1,2,47,19,10,7,101,2,1,1,2,7,2,1,0,0,0,0,0,0,0,1,0,0,0,0,3,2,125,2672
4,1,1,1,7,1,1,2,35,19,2,7,101,9,4,9,1,99,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2560
4,1,1,1,4,1,1,2,35,19,8,7,101,3,2,2,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2560
5,1,1,1,3,2,1,2,58,19,1,7,101,4,2,9,2,7,2,5,0,0,0,1,0,0,0,0,1,0,0,0,1,2,105,2518
2,1,1,1,4,2,1,2,50,19,2,7,101,1,2,2,1,99,2,3,0,1,1,1,1,1,1,1,1,0,0,0,1,2,105,2576
4,1,1,1,4,1,1,1,40,19,4,7,101,1,2,2,2,4,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,2,105,2554
5,1,1,1,2,1,1,1,54,19,5,7,101,1,3,2,2,5,2,1,0,0,0,1,1,0,1,1,1,0,0,0,1,3,106,2559
8,1,1,1,6,1,1,1,43,19,10,7,101,3,1,1,1,99,2,1,1,1,1,0,0,0,0,1,1,0,0,0,3,1,124,2668
3,1,1,1,3,2,1,2,25,19,5,7,101,9,2,9,2,7,2,1,0,0,1,1,0,0,0,0,1,0,0,0,1,2,105,2558
2,1,1,1,5,4,1,2,21,19,2,7,101,2,1,1,2,5,2,1,1,1,1,1,0,0,0,0,1,0,0,0,1,2,105,2508
2,1,1,2,2,4,1,2,21,19,3,7,101,4,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2508
5,1,1,1,5,3,1,1,37,19,9,7,101,2,1,1,2,5,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,106,2525
5,1,1,1,3,3,1,1,37,19,99,7,101,2,1,9,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,106,2525
5,1,1,2,5,1,1,1,45,19,4,7,101,3,1,1,2,6,2,2,9,9,9,9,9,9,9,9,9,9,9,9,1,2,108,2600
1,1,1,1,3,1,1,2,45,19,3,7,101,3,2,9,2,8,2,1,0,1,1,1,1,1,1,1,1,0,0,0,1,3,106,2527
2,1,1,1,5,1,1,1,38,19,7,7,101,2,1,1,2,4,2,1,0,0,0,1,0,1,1,0,0,0,0,0,1,3,106,2498
2,1,2,2,5,1,1,1,53,19,4,7,101,2,1,1,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,106,2526
3,1,2,2,5,2,1,2,30,19,4,7,101,2,1,1,2,1,2,3,1,0,1,0,0,1,1,1,1,0,0,0,1,2,105,2556
2,1,1,1,6,1,1,2,39,19,6,7,101,3,1,1,2,4,2,1,0,1,0,1,0,0,0,0,0,0,0,0,1,3,106,2505
4,1,1,2,2,1,1,1,38,19,9,7,101,1,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,115,2420
3,1,2,2,3,1,1,2,36,19,8,7,101,3,1,9,2,5,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2487
4,1,1,1,9,1,1,2,64,19,5,7,101,1,2,1,2,9,2,3,1,0,1,1,1,1,1,0,0,0,0,0,1,3,106,2524
2,1,1,2,2,4,1,2,27,19,11,7,101,2,1,2,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,107,2512
5,1,1,1,9,1,1,1,40,19,3,7,101,1,2,1,2,4,2,5,0,0,0,1,0,0,0,0,0,0,0,0,1,2,105,2485
5,1,1,1,2,2,1,2,45,19,8,7,101,3,1,2,2,4,2,1,0,0,1,0,0,0,0,1,1,0,0,0,1,2,105,2552
5,1,2,2,3,4,1,2,65,19,10,7,101,9,2,9,2,4,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2488
4,1,1,1,13,1,1,2,35,19,9,7,101,1,1,1,2,8,2,3,1,1,1,1,1,1,1,1,1,0,0,0,1,2,105,2560
2,1,1,1,5,3,1,1,32,19,4,7,101,2,1,1,2,6,2,2,9,9,9,9,9,9,9,9,9,9,9,9,3,1,124,2664
4,1,1,1,3,4,1,1,19,19,6,7,101,4,2,9,2,4,2,5,0,0,0,0,0,0,0,0,1,0,0,0,1,3,106,2574
2,1,1,1,4,1,1,1,53,19,3,7,101,1,2,1,2,6,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,106,2526
8,1,1,1,8,2,1,1,19,19,12,7,101,3,4,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,3,2,290,7118
4,1,1,1,5,1,1,2,36,19,6,7,101,2,1,1,1,99,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,4,107,2577
5,1,1,1,2,2,1,2,24,19,8,7,101,4,1,2,2,4,2,1,1,1,1,1,0,0,1,0,1,0,0,0,1,2,105,2531
1,1,1,1,4,2,1,1,52,19,11,7,101,1,2,1,2,3,2,1,0,0,0,1,0,0,0,1,0,0,0,0,1,2,105,2579
4,1,1,1,11,1,1,1,26,19,12,7,101,3,1,1,2,3,2,2,0,0,0,0,0,0,0,0,1,0,0,0,1,2,105,2515
3,1,1,1,4,3,1,2,26,19,8,7,101,1,2,2,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,106,2494
3,1,3,3,3,2,1,1,44,19,4,7,101,4,2,9,2,4,2,1,1,0,1,0,0,0,1,0,1,0,0,0,1,2,105,2492
5,1,1,1,2,2,1,2,40,19,12,7,101,3,1,2,2,8,2,1,0,1,1,1,0,0,0,1,1,0,0,0,1,2,105,2517
2,1,1,1,3,1,1,1,53,19,6,7,101,1,2,9,2,4,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,4,107,2483
5,1,1,1,4,2,1,2,30,19,11,7,101,4,2,1,2,4,2,1,1,1,1,1,1,0,1,1,1,0,0,0,1,2,105,2533
1,1,1,1,6,2,1,2,36,19,11,7,101,2,1,1,2,1,2,3,0,0,0,0,0,0,0,0,0,1,0,0,1,3,106,2543
4,1,1,1,5,1,1,2,54,19,99,7,101,9,1,1,2,4,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,2,105,2528
4,1,1,1,5,1,1,1,26,19,12,7,101,2,1,1,2,8,2,1,1,1,0,0,0,0,1,1,1,0,0,0,1,3,106,2493
1,1,1,2,3,3,1,2,22,19,8,7,101,4,1,9,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2539
1,1,2,2,3,3,1,2,22,19,8,7,101,1,1,9,2,3,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,2,105,2539
4,1,2,2,5,5,1,1,26,19,9,7,101,2,1,1,2,7,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,4,107,2561
1,1,1,1,5,4,1,1,21,19,12,7,101,3,1,1,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,107,2563
3,1,1,1,4,2,1,2,30,19,6,7,101,2,2,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2556
2,1,1,1,1,2,1,2,56,19,5,7,101,4,1,2,2,4,2,1,0,0,0,1,0,0,0,0,0,1,0,0,1,2,105,2522
5,1,1,2,3,2,1,1,32,19,6,7,101,4,2,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,106,2510
3,1,1,1,4,2,1,2,20,19,6,7,101,4,2,1,2,4,2,5,1,0,0,1,0,0,1,0,0,0,0,0,1,3,106,2498
4,1,1,1,2,1,1,1,48,19,6,7,101,3,5,2,2,3,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,2,105,2565
2,1,1,2,4,1,1,2,22,19,12,7,101,1,2,2,2,6,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2542
3,1,1,1,5,1,1,1,34,19,1,7,101,1,1,1,2,8,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,106,2527
4,1,1,1,7,1,1,1,46,19,8,7,101,1,4,9,2,4,2,1,1,0,0,0,0,0,0,1,0,0,0,0,3,2,125,2672
2,1,2,2,13,5,1,2,20,19,6,7,101,2,5,1,2,6,2,3,1,1,1,1,0,1,1,1,1,0,0,0,1,1,104,2557
4,1,1,1,4,1,1,1,26,19,1,7,101,2,2,2,2,7,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,106,2493
1,1,2,2,7,1,1,1,40,19,7,7,101,2,4,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,106,2510
5,1,1,1,10,1,1,1,45,19,11,7,101,9,3,2,2,7,2,4,0,0,1,1,0,0,0,0,0,0,0,0,1,4,107,2563
3,1,1,1,2,3,1,1,19,19,7,7,101,3,1,2,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2485
3,1,1,1,3,1,1,1,34,19,4,7,101,1,2,9,2,7,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,105,2555
2,1,1,1,2,1,1,2,22,19,7,7,101,4,1,2,2,5,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2542
2,1,1,1,7,1,1,1,53,19,3,7,101,3,1,9,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,106,2526
5,1,1,1,4,2,1,2,39,19,11,7,101,2,2,2,2,4,2,3,0,0,1,0,0,0,0,1,1,0,0,0,1,2,105,2560
1,1,1,1,5,3,1,2,32,19,9,7,101,3,1,1,2,4,2,1,0,0,0,1,0,0,0,1,0,0,0,0,1,2,105,2485
3,1,1,1,2,1,1,1,45,19,11,7,101,2,1,2,2,4,2,1,1,0,0,0,0,0,0,1,1,0,0,0,1,2,105,2518
2,1,1,1,5,1,1,1,35,19,7,7,101,3,1,1,1,99,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,105,2533
2,1,1,1,11,1,1,2,29,19,11,7,101,2,2,1,2,9,2,3,0,0,0,0,0,1,0,0,0,0,0,0,1,2,105,2532
1,1,1,1,3,1,1,1,35,19,3,7,101,3,2,9,2,4,2,1,1,0,0,1,0,0,0,1,1,0,0,0,1,4,107,2549
5,1,1,1,10,1,1,2,35,19,5,7,101,2,2,2,2,8,2,3,0,0,0,0,0,0,0,0,1,0,0,0,1,2,105,2534
3,1,1,1,9,1,1,1,32,19,7,7,101,2,2,1,2,9,2,3,1,1,1,1,1,1,0,0,1,0,0,0,1,4,107,2575
3,1,2,2,3,1,1,1,60,19,10,7,101,3,1,9,2,5,2,1,0,1,0,0,0,0,0,1,0,0,0,0,1,3,106,2525
1,1,1,1,7,3,1,1,32,19,3,7,101,1,4,9,2,7,2,5,0,0,0,0,0,0,0,0,1,0,0,0,1,3,111,2455
4,1,1,1,3,5,1,1,26,19,1,7,101,3,2,9,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,107,2561
8,1,1,1,4,1,1,1,43,19,7,7,101,3,2,2,2,6,2,5,9,9,9,9,9,9,9,9,9,9,9,9,3,1,124,2668
3,1,1,1,3,3,1,2,26,19,6,7,101,2,1,9,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,106,2494
3,1,1,1,2,1,1,1,57,19,3,7,101,4,1,2,2,5,2,1,1,1,1,1,1,1,1,1,1,1,0,0,1,3,106,2495
17,1,1,1,5,3,1,2,27,19,6,7,101,1,1,1,2,7,2,3,1,1,1,1,1,1,1,1,1,0,0,0,2,2,121,2652
3,1,2,2,3,2,1,2,22,19,5,7,101,9,2,9,2,6,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,106,2657
20,1,2,3,3,2,1,2,42,19,99,7,101,2,1,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,119,2620
3,1,1,1,5,1,1,1,41,19,8,7,101,9,1,1,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,106,2510
2,1,1,1,11,2,1,2,31,19,1,7,101,3,2,1,1,99,2,3,0,0,1,1,0,0,1,1,1,0,0,0,1,2,105,2558
5,1,1,1,3,1,1,1,72,19,1,7,101,1,1,9,1,99,2,1,1,0,1,1,0,0,0,1,1,0,0,0,1,4,107,2511
1,1,1,1,4,1,1,1,45,19,11,7,101,3,2,2,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,1,104,2578
3,1,1,2,3,1,1,1,60,19,2,7,101,1,1,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,106,2525
2,1,1,1,10,2,1,2,31,19,8,7,101,3,2,1,2,1,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2558
3,1,1,1,7,2,1,2,24,19,9,7,101,9,5,9,2,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,105,2551
2,1,1,1,9,1,1,1,56,19,11,7,101,1,1,2,2,4,2,5,0,1,0,1,0,0,0,1,0,1,0,0,1,3,106,2494
1,1,1,1,6,2,1,2,41,19,2,7,101,9,2,2,2,6,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,3,106,2657
4,1,1,2,5,4,1,1,25,19,6,7,101,2,5,1,2,1,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2558
4,1,1,1,6,4,1,1,25,19,9,7,101,3,5,1,2,1,2,1,0,0,0,1,1,0,1,0,0,0,0,0,1,2,105,2558
10,1,1,1,5,1,1,1,34,19,1,7,101,2,1,1,2,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,124,2698
1,1,1,1,3,2,1,2,39,19,4,7,101,4,2,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2556
1,1,1,1,2,2,1,1,19,19,11,7,101,4,1,2,2,7,2,1,1,1,1,1,0,0,0,1,1,0,0,0,1,3,106,2493
2,1,1,2,5,1,1,1,53,19,8,7,101,2,6,1,2,9,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,106,2526
1,1,1,1,7,2,1,2,39,19,5,7,101,4,2,9,2,6,1,5,0,0,0,1,1,0,0,1,1,0,0,0,1,2,105,2556
4,1,1,1,3,5,1,1,18,19,2,7,101,4,2,9,2,3,2,5,0,0,1,0,0,0,0,0,0,0,0,0,1,2,105,2502
2,1,2,2,5,2,1,2,31,19,12,7,101,3,1,1,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2558
20,1,1,1,9,2,1,1,72,19,99,7,101,1,2,1,2,4,2,5,0,0,0,0,0,0,0,0,1,0,0,0,2,2,117,2591
5,1,1,1,8,2,1,1,32,19,2,7,101,1,2,9,2,5,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,106,2510
4,1,1,2,5,5,1,1,26,19,10,7,101,3,1,1,2,7,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,107,2561
2,1,1,1,8,1,1,1,53,19,4,7,101,3,4,9,2,4,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,3,106,2526
4,1,1,1,10,1,1,2,35,19,9,7,101,3,2,1,2,8,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2560
9,1,1,2,5,3,1,1,25,19,5,7,101,2,1,1,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,1,122,2642
2,1,1,1,7,2,1,2,31,19,7,7,101,9,4,9,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2558
5,1,2,2,3,2,1,1,32,19,5,7,101,2,1,9,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,106,2510
11,1,1,1,5,3,1,1,47,19,5,7,101,3,1,1,2,9,2,1,1,1,1,1,0,0,0,1,0,1,0,0,2,2,119,2608
4,1,1,1,7,1,1,1,40,19,12,7,101,3,1,9,2,8,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2513
20,1,1,1,3,2,1,1,72,19,7,7,101,4,2,9,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,2,2,117,2591
5,1,1,1,10,1,1,1,38,19,4,7,101,1,1,1,1,99,2,2,0,0,0,0,1,0,0,0,0,0,0,0,1,2,105,2554
3,1,1,1,10,1,1,1,24,19,3,7,101,2,1,1,2,3,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,105,2504
