VIV_SEL,HOGAR,ND_TIPO,TD_TIPO,BPCOD,R_SEL,RESUL_H,SEXO,EDAD,AREAM_OCU,BP1_1,BP1_2C,BP1_3C,BP1_4,BP1_5,BP1_6,BP1_20,BP1_23,BP1_30,BP1_33,BP1_36_01,BP1_36_02,BP1_36_03,BP1_36_04,BP1_36_05,BP1_36_06,BP1_36_07,BP1_36_08,BP1_36_09,BP1_36_10,BP1_36_11,BP1_36_99,DOMINIO,ESTRATO,EST_DIS,CVE_ENT,CVE_MUN,CLUSTERS
18,1,2,3,2,1,1,1,34,99,3,27,12,9,2,2,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,475,27,12,0
18,1,1,3,2,1,1,1,34,99,2,27,12,1,2,1,1,99,1,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,475,27,12,0
3,2,1,1,5,1,1,1,19,18,11,27,13,2,6,1,2,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,472,27,13,0
14,1,1,1,5,3,1,1,22,18,7,27,13,1,4,1,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,1,477,27,10,0
5,1,2,2,5,1,1,1,34,18,11,27,13,3,4,1,2,6,2,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,480,27,13,0
6,1,1,1,10,4,1,2,24,18,12,27,13,3,1,1,1,99,2,5,0,1,0,0,0,0,0,1,1,0,0,0,2,2,480,27,13,0
13,1,1,1,4,1,1,1,23,18,11,27,13,2,2,2,1,99,2,1,0,0,0,0,0,0,0,0,1,0,0,0,3,2,482,27,13,0
9,1,1,1,4,2,1,2,40,18,5,27,13,1,2,1,2,5,2,5,0,0,0,0,0,0,0,0,1,0,0,0,2,2,478,27,13,0
2,1,1,1,10,2,1,1,31,18,6,27,13,2,1,1,2,1,2,3,0,0,0,0,0,1,0,0,0,0,0,0,1,2,472,27,13,0
3,1,1,1,10,2,1,2,50,18,1,27,13,1,1,1,2,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,480,27,13,0
1,1,2,2,4,3,1,2,32,18,7,27,13,2,2,1,2,9,2,3,0,1,1,1,0,1,1,1,0,0,0,0,3,2,482,27,13,0
18,1,1,1,10,1,1,1,63,18,3,27,13,1,2,1,2,8,2,3,0,1,1,0,0,0,0,1,0,0,0,0,2,2,480,27,13,0
2,1,1,1,9,5,1,2,64,18,11,27,13,2,2,1,2,7,2,5,1,0,0,0,0,0,0,0,0,0,0,0,1,2,472,27,13,0
4,1,1,2,9,2,1,2,51,18,99,27,13,2,2,1,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,2,2,478,27,13,0
3,1,1,1,10,1,1,1,29,18,11,27,13,4,1,1,2,3,2,3,1,1,1,1,0,1,0,1,0,0,0,0,1,2,472,27,13,0
18,1,1,2,5,2,1,2,26,18,11,27,13,1,5,1,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,480,27,4,0
3,1,1,1,4,2,1,2,36,18,9,27,13,4,2,2,2,4,2,1,1,1,1,1,0,0,0,0,0,0,0,0,3,2,482,27,13,0
1,1,1,1,9,4,1,2,52,18,4,27,13,2,5,1,2,4,2,3,1,0,0,0,0,1,0,0,0,0,0,0,2,2,478,27,13,0
4,1,1,1,4,1,1,1,52,18,10,27,13,4,2,2,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,480,27,13,0
1,1,1,2,4,3,1,2,32,18,12,27,13,4,2,2,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,3,2,482,27,13,0
15,1,1,1,4,1,1,1,38,18,12,27,13,4,2,1,2,7,2,1,0,0,1,1,0,0,0,1,1,0,0,0,2,2,478,27,13,0
7,1,1,1,4,2,1,2,54,18,12,27,13,3,2,1,2,4,2,1,0,1,1,0,0,1,0,1,0,0,0,0,3,2,482,27,13,0
4,1,1,1,2,1,1,1,28,18,2,27,13,4,4,2,2,3,2,1,1,0,1,0,0,0,0,0,1,0,0,0,1,2,472,27,13,0
13,1,1,1,3,1,1,1,41,18,1,27,13,1,1,9,2,6,2,1,0,1,1,1,1,1,1,0,1,0,0,0,2,2,480,27,6,0
20,1,1,1,4,1,1,1,73,18,11,27,13,3,2,2,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,3,2,482,27,13,0
11,1,1,1,6,1,1,1,73,18,10,27,13,2,8,2,2,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,3,2,482,27,13,0
10,1,1,1,5,2,1,2,43,18,11,27,13,2,3,1,2,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,478,27,13,0
11,1,1,1,4,2,1,2,44,18,11,27,13,1,2,2,1,99,2,1,0,1,0,0,0,0,0,1,0,0,0,0,3,2,482,27,13,0
16,1,1,1,9,2,1,1,31,18,10,27,13,2,2,1,2,3,2,3,1,0,0,1,0,0,0,0,1,0,0,0,2,2,480,27,13,0
7,1,1,1,9,2,1,2,32,18,5,27,13,1,2,1,2,7,2,5,9,9,9,9,9,9,9,9,9,9,9,9,2,2,480,27,13,0
1,1,1,1,3,2,1,2,35,18,6,27,13,3,3,9,2,7,2,1,1,1,0,1,0,0,0,1,1,0,0,0,1,3,470,27,4,0
7,1,1,2,10,2,1,2,32,18,2,27,13,4,2,1,2,7,2,5,9,9,9,9,9,9,9,9,9,9,9,9,2,2,480,27,13,0
1,1,2,2,2,2,1,2,43,18,4,27,13,3,5,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,469,27,4,0
4,1,2,2,9,2,1,2,51,18,99,27,13,2,2,1,2,99,2,5,1,0,0,0,0,0,0,0,0,0,0,0,2,2,478,27,13,0
3,1,1,1,4,2,1,2,50,18,2,27,13,4,2,1,1,99,2,4,9,9,9,9,9,9,9,9,9,9,9,9,2,2,480,27,13,0
5,1,1,1,9,4,1,1,19,18,6,27,13,2,2,1,2,3,2,5,0,1,0,0,0,0,0,0,0,0,0,0,2,2,480,27,13,0
18,1,1,2,9,2,1,2,63,18,99,27,13,1,2,1,2,8,2,3,9,9,9,9,9,9,9,9,9,9,9,9,2,2,478,27,13,0
4,1,1,1,4,2,1,2,59,18,7,27,13,9,2,1,2,7,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,2,472,27,13,0
19,1,1,1,13,4,1,2,20,18,10,27,13,3,1,1,2,9,2,3,0,1,1,0,1,0,0,1,0,0,0,0,2,2,478,27,13,0
18,1,1,1,8,1,1,1,52,18,7,27,13,1,5,9,2,9,2,1,0,0,1,0,0,0,0,0,0,0,0,0,3,2,482,27,13,0
7,1,1,1,3,2,1,2,32,18,7,27,13,3,1,9,2,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,480,27,13,0
7,1,1,1,4,2,1,2,25,18,7,27,13,4,2,1,2,6,2,1,0,0,0,0,0,0,0,0,1,0,0,0,2,2,478,27,13,0
18,1,1,1,5,2,1,2,38,18,10,27,13,3,1,1,2,6,2,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2,482,27,13,0
14,1,1,1,4,1,1,1,44,18,3,27,13,2,2,2,1,99,2,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,478,27,13,0
7,1,2,2,4,2,1,2,32,18,10,27,13,3,2,2,2,6,2,5,9,9,9,9,9,9,9,9,9,9,9,9,2,2,480,27,13,0
4,1,1,1,9,1,1,1,52,18,6,27,13,2,2,1,2,6,2,5,0,0,0,0,0,1,1,1,1,0,0,0,2,2,480,27,13,0
20,1,1,1,14,1,1,2,28,18,4,27,13,1,2,1,2,4,2,3,1,0,1,1,0,1,1,1,0,0,0,0,2,2,478,27,13,0
3,1,1,1,9,2,1,2,50,18,4,27,13,3,2,1,2,3,2,5,9,9,9,9,9,9,9,9,9,9,9,9,2,2,480,27,13,0
4,1,1,1,3,1,1,1,59,18,99,27,13,3,2,9,2,9,2,1,0,1,1,1,0,1,0,0,1,0,0,0,3,2,482,27,13,0
7,1,2,2,10,2,1,2,32,18,6,27,13,4,2,1,2,7,2,5,0,0,0,0,0,0,0,1,0,0,0,0,2,2,480,27,13,0
8,1,2,2,6,2,1,2,58,18,5,27,13,4,2,2,2,7,2,1,0,0,0,0,0,0,0,0,1,0,0,0,3,2,482,27,13,0
5,1,1,1,5,2,1,1,60,18,99,27,13,3,1,1,2,4,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,472,27,13,0
5,1,1,2,5,1,1,1,34,18,6,27,13,2,1,1,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,480,27,13,0
11,1,2,2,4,2,1,2,23,18,12,27,13,9,2,1,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,480,27,13,0
20,1,1,1,11,1,1,2,28,18,10,27,13,3,1,1,1,99,2,2,9,9,9,9,9,9,9,9,9,9,9,9,2,2,478,27,13,0
19,1,1,1,4,2,1,2,19,18,3,27,13,1,2,2,2,99,2,1,0,0,0,0,0,0,0,0,1,0,0,0,2,2,478,27,13,0
7,1,1,2,4,2,1,2,32,18,7,27,13,2,2,2,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,480,27,13,0
10,1,1,1,6,2,1,2,51,18,12,27,13,4,2,2,2,7,2,1,0,0,0,0,0,0,0,0,1,0,0,0,3,2,482,27,13,0
11,1,1,2,4,2,1,2,23,18,12,27,13,3,2,1,1,99,2,5,9,9,9,9,9,9,9,9,9,9,9,9,2,2,480,27,13,0
8,1,1,2,6,2,1,2,58,18,10,27,13,4,2,2,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,3,2,482,27,13,0
18,1,2,2,9,2,1,2,63,18,1,27,13,2,2,1,2,4,2,3,1,0,1,0,0,1,1,0,0,0,0,0,2,2,478,27,13,0
13,1,1,1,5,4,1,1,20,99,5,27,14,2,1,1,2,7,2,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,475,27,14,0
11,1,1,1,9,2,1,2,98,99,2,27,14,9,2,1,2,6,2,5,0,0,0,0,0,0,0,0,1,0,0,0,2,2,475,27,14,0
3,2,1,1,4,1,1,2,50,99,4,27,14,3,2,2,2,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,2,3,476,27,14,0
18,1,1,1,4,4,1,1,19,99,7,27,14,4,2,1,2,7,2,5,0,0,0,1,0,0,0,0,0,1,0,0,2,2,480,27,14,0
16,1,1,2,9,1,1,1,30,99,10,27,14,1,2,1,2,3,2,5,9,9,9,9,9,9,9,9,9,9,9,9,2,3,476,27,14,0
1,1,1,1,3,1,1,1,63,99,12,27,14,4,1,9,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,475,27,14,0
4,1,1,1,6,5,1,2,19,99,4,27,14,1,3,2,1,99,2,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,480,27,14,0
1,1,1,1,6,3,1,1,21,99,12,27,14,2,2,2,2,6,2,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,480,27,14,0
6,1,1,1,8,6,1,1,39,99,8,27,14,2,5,9,2,4,2,1,0,0,1,1,0,0,0,0,0,0,0,0,2,2,480,27,14,0
12,1,1,2,4,2,1,2,24,99,4,27,14,3,2,2,2,7,1,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,480,27,14,0
12,1,2,2,4,2,1,2,24,99,1,27,14,1,2,1,2,7,2,1,0,0,0,1,0,0,0,0,1,0,0,0,2,2,480,27,14,0
17,1,1,1,6,1,1,1,48,99,11,27,14,2,3,1,2,6,2,1,1,1,0,0,0,0,0,0,1,0,0,0,2,2,480,27,14,0
19,1,1,1,6,1,1,1,65,99,9,27,14,3,2,2,2,6,2,1,0,0,0,0,0,0,0,1,0,1,0,0,2,2,480,27,14,0
4,1,1,1,6,1,1,1,68,99,10,27,14,2,2,1,2,6,2,1,0,0,0,0,0,0,0,1,0,0,0,0,3,2,482,27,14,0
7,1,1,1,8,3,1,1,27,99,10,27,14,2,1,9,2,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,3,2,482,27,14,0
16,1,1,1,4,3,1,2,29,99,9,27,14,4,2,1,2,7,2,1,0,0,0,0,0,0,0,0,0,1,0,0,3,2,482,27,14,0
20,1,1,2,10,1,1,1,55,99,12,27,14,1,1,1,2,8,2,3,9,9,9,9,9,9,9,9,9,9,9,9,3,2,482,27,14,0
8,1,3,3,9,1,1,2,32,99,99,27,14,3,1,1,2,3,2,5,1,0,0,1,0,0,0,0,0,0,0,0,2,2,475,27,14,0
8,1,2,3,9,1,1,2,32,99,99,27,14,2,2,1,2,3,2,5,9,9,9,9,9,9,9,9,9,9,9,9,2,2,475,27,14,0
8,1,1,3,9,1,1,2,32,99,12,27,14,3,2,1,2,3,2,5,9,9,9,9,9,9,9,9,9,9,9,9,2,2,475,27,14,0
4,1,1,3,2,1,1,2,38,99,11,27,14,1,1,2,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,475,27,14,0
4,1,1,1,4,1,1,2,38,99,12,27,14,4,2,2,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,475,27,14,0
4,1,1,1,1,1,1,2,38,99,10,27,14,3,1,2,2,5,2,5,9,9,9,9,9,9,9,9,9,9,9,9,2,2,475,27,14,0
5,1,1,1,4,2,1,2,23,99,11,27,14,2,2,2,2,3,2,5,0,0,0,0,0,0,0,0,1,0,0,0,2,2,475,27,14,0
15,1,1,1,4,3,1,2,30,99,6,27,14,3,2,1,2,7,2,1,0,0,0,0,0,0,0,0,1,0,0,0,2,2,480,27,14,0
4,1,1,1,6,2,1,2,51,99,9,27,14,2,3,1,2,3,2,5,0,0,0,0,0,0,0,0,1,0,0,0,2,3,476,27,14,0
16,1,2,2,9,1,1,1,30,99,8,27,14,1,2,1,2,3,2,5,0,0,0,1,0,0,0,1,0,1,0,0,2,3,476,27,14,0
16,1,1,1,5,1,1,1,30,99,9,27,14,1,4,1,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,3,476,27,14,0
1,1,1,1,6,1,1,1,63,99,12,27,14,4,2,2,2,7,2,1,0,0,0,0,0,0,0,1,0,1,0,0,2,2,475,27,14,0
20,1,1,1,4,3,1,2,22,99,11,27,14,3,2,2,2,6,2,1,0,0,0,1,0,0,0,1,0,0,0,0,2,3,476,27,14,0
10,1,1,1,5,2,1,1,28,99,3,27,14,3,4,1,2,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,480,27,14,0
12,1,1,1,4,4,1,1,22,99,11,27,14,3,2,2,2,9,2,5,0,0,0,0,0,0,0,0,1,0,0,0,2,2,480,27,14,0
11,1,1,1,3,1,1,1,39,99,2,27,14,3,2,9,2,4,2,1,0,0,1,1,0,0,0,0,0,0,0,0,3,2,482,27,14,0
20,1,2,2,10,1,1,1,55,99,8,27,14,1,1,1,2,8,2,5,0,0,0,0,0,0,0,0,1,0,0,0,3,2,482,27,14,0
4,1,1,1,9,1,1,2,38,99,5,27,14,1,2,1,2,7,2,5,0,0,0,1,0,0,0,0,0,1,0,0,2,2,475,27,14,0
4,1,2,3,2,1,1,2,38,99,11,27,14,3,1,2,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,475,27,14,0
4,1,1,1,3,1,1,2,38,99,4,27,14,4,1,9,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,475,27,14,0
9,1,1,1,4,1,1,1,28,99,10,27,14,3,2,1,2,4,2,5,0,0,0,1,0,0,0,0,0,0,0,0,2,3,476,27,14,0
4,1,3,3,2,1,1,2,38,99,11,27,14,1,1,2,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,475,27,14,0
11,1,1,1,5,2,1,2,98,99,6,27,14,9,1,1,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,475,27,14,0
3,1,1,1,4,2,1,1,28,99,6,27,15,4,2,2,2,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,479,27,15,0
8,1,1,1,9,1,1,2,24,99,11,27,15,2,2,1,2,3,2,5,0,1,1,0,0,1,0,0,0,0,0,0,2,1,479,27,15,0
9,1,1,1,5,3,1,2,24,99,6,27,15,3,1,1,2,5,1,1,0,1,0,0,0,0,0,1,0,0,0,0,2,1,479,27,15,0
14,1,1,1,6,1,1,1,83,99,9,27,15,3,8,2,1,99,2,1,0,0,0,1,0,0,0,1,1,0,0,0,2,1,479,27,15,0
12,1,1,1,8,1,1,1,48,99,4,27,15,2,2,9,2,6,2,1,0,1,1,1,0,0,0,1,1,0,0,0,3,2,482,27,15,0
17,1,1,1,5,1,1,1,29,99,5,27,15,2,1,1,2,4,2,1,0,1,1,1,0,0,0,0,0,0,0,0,3,2,482,27,15,0
15,1,1,1,4,2,1,2,35,99,1,27,16,4,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,475,27,16,0
6,1,1,2,4,2,1,2,59,99,6,27,16,1,2,1,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,475,27,16,0
12,1,1,1,4,2,1,2,59,99,12,27,16,4,2,1,2,7,2,1,1,0,0,0,0,0,0,1,1,0,0,0,2,2,475,27,16,0
19,1,1,1,5,1,1,2,44,99,10,27,16,2,1,1,2,6,2,1,1,0,0,0,0,0,1,1,1,0,0,0,2,2,475,27,16,0
20,1,1,1,2,2,1,2,42,99,12,27,16,2,2,2,2,7,2,1,0,0,0,0,0,0,0,1,1,0,0,0,2,2,475,27,16,0
4,1,1,1,9,1,1,1,51,99,11,27,16,2,2,1,2,7,2,5,0,0,1,0,0,0,0,0,1,0,0,0,3,1,481,27,16,0
5,1,1,1,10,1,1,2,37,99,1,27,16,1,8,2,2,4,2,3,0,0,0,1,0,0,0,0,1,0,0,0,2,2,475,27,16,0
6,1,2,2,4,2,1,2,59,99,6,27,16,2,2,1,2,9,2,1,0,0,0,0,0,0,0,1,1,0,0,0,2,2,475,27,16,0
20,1,1,1,9,2,1,2,36,99,99,27,17,1,2,1,2,9,1,3,0,0,1,1,0,0,0,0,1,0,0,0,3,1,481,27,17,0
19,1,2,2,9,1,1,2,40,99,99,27,17,1,3,1,2,3,2,5,0,0,0,0,0,0,0,0,1,0,0,0,3,1,481,27,17,0
19,1,1,2,9,1,1,2,40,99,99,27,17,2,3,1,2,3,2,5,9,9,9,9,9,9,9,9,9,9,9,9,3,1,481,27,17,0
10,1,1,1,5,1,1,2,18,99,6,27,17,3,1,1,2,1,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,583,31,13,0
10,1,1,1,9,1,1,2,18,99,9,27,17,1,1,1,2,3,2,3,0,0,1,1,0,1,0,0,1,0,0,0,2,2,583,31,13,0
10,1,1,1,9,3,1,2,24,99,4,27,17,1,2,1,2,7,1,5,0,0,0,1,0,0,0,0,0,0,0,0,3,1,481,27,17,0
14,1,1,1,6,2,1,2,49,99,12,27,17,4,2,2,2,6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,481,27,17,0
5,1,1,1,6,1,1,1,73,99,11,27,17,3,8,2,2,8,2,1,0,0,1,1,0,0,0,1,0,0,0,0,3,1,481,27,17,0
13,1,1,1,8,1,1,1,53,99,8,27,17,2,5,9,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,3,1,481,27,1,0
6,1,1,1,4,1,1,1,82,99,7,27,17,3,2,1,2,7,2,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1,481,27,17,0
5,1,2,2,7,1,1,1,37,99,4,27,999,9,4,9,2,4,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,4,21,2,2,2
5,1,1,1,7,2,1,2,36,99,1,27,999,1,9,9,2,9,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,3,51,4,2,2
4,1,1,2,8,1,1,1,30,99,11,27,999,3,4,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,56,4,3,2
2,1,1,1,7,2,1,2,34,99,7,27,999,2,9,9,2,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,55,4,3,2
1,1,1,1,5,1,1,1,35,99,2,27,999,2,1,1,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,107,7,101,2
3,1,1,1,9,1,1,1,60,99,2,27,999,1,5,1,2,6,2,5,0,0,1,0,0,0,0,0,0,0,0,0,1,3,14,2,4,2
2,1,1,1,7,1,1,2,40,99,3,27,999,4,5,9,2,4,2,1,0,0,0,0,1,0,0,0,1,0,0,0,1,2,55,4,3,2
2,1,1,1,5,1,1,1,19,99,11,27,999,1,1,1,1,99,2,1,1,0,0,0,0,1,0,1,1,0,0,0,1,4,116,7,78,2
18,1,1,1,2,3,1,2,43,99,10,27,999,3,1,2,2,4,2,1,0,0,0,0,0,0,0,0,0,1,0,0,3,2,587,31,50,2
2,1,1,1,4,1,1,2,62,99,12,27,999,1,2,1,2,8,2,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,478,27,13,2
2,1,1,1,2,1,1,1,19,99,5,27,999,1,4,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,116,7,78,2
2,1,1,1,10,1,1,1,59,99,11,28,1,1,4,2,2,1,2,5,1,0,0,0,0,0,0,0,1,0,0,0,1,3,503,28,41,0
8,1,1,1,2,1,1,2,45,99,4,28,2,2,1,2,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,508,28,2,0
8,1,1,1,6,1,1,2,45,99,4,28,2,2,1,2,2,7,2,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,508,28,2,0
20,1,1,1,4,1,1,1,80,99,12,28,2,3,2,1,1,99,2,3,0,1,1,1,0,1,0,0,1,0,0,0,3,1,510,28,2,0
1,1,1,1,9,2,1,2,38,99,3,28,2,9,1,1,2,6,2,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1,510,28,17,0
3,1,2,2,4,1,1,2,31,99,5,28,2,4,2,2,2,6,2,5,0,0,0,0,0,0,0,1,0,0,0,0,2,2,508,28,2,0
3,1,1,2,4,1,1,2,31,99,1,28,2,4,2,2,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,508,28,2,0
3,1,1,1,7,1,1,2,20,10,8,28,3,2,5,9,2,4,2,1,1,1,1,1,0,0,1,1,1,0,0,0,1,2,484,28,3,0
1,1,1,1,2,3,1,1,27,10,12,28,3,4,2,1,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,487,28,3,0
5,1,1,1,10,1,1,2,22,10,11,28,3,3,2,1,2,6,2,3,0,0,1,0,0,0,0,0,0,0,0,0,1,2,484,28,3,0
5,1,1,1,9,4,1,1,24,10,10,28,3,2,2,1,2,3,2,5,1,1,1,1,1,0,1,1,1,0,0,0,1,2,484,28,3,0
4,1,1,2,4,1,1,2,62,10,5,28,3,3,2,2,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,487,28,3,0
5,1,1,1,2,2,1,2,38,10,10,28,3,1,1,2,2,7,2,1,1,1,1,1,0,0,1,1,1,0,0,0,1,4,486,28,9,0
1,1,1,1,2,2,1,2,32,10,6,28,3,4,1,2,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,484,28,3,0
5,1,1,1,5,1,1,2,41,10,5,28,3,2,1,1,2,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,1,2,484,28,38,0
5,1,1,1,13,3,1,2,31,10,2,28,3,2,1,1,2,7,2,5,0,0,0,0,0,0,0,0,1,0,0,0,1,2,484,28,3,0
5,1,1,1,13,1,1,2,40,10,8,28,3,3,1,1,2,4,2,2,1,1,1,1,1,1,1,1,1,0,0,0,1,2,484,28,3,0
4,1,1,1,4,2,1,2,21,10,9,28,3,4,2,1,2,7,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,484,28,3,0
1,1,1,1,4,2,1,2,32,10,5,28,3,4,2,1,2,7,2,1,0,0,0,0,0,0,0,0,1,1,0,0,1,2,484,28,3,0
5,1,1,1,4,4,1,1,24,10,8,28,3,2,2,2,2,6,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,484,28,3,0
2,1,1,1,15,1,1,1,28,10,6,28,3,1,2,1,1,99,1,3,0,0,0,0,0,0,0,0,1,0,0,0,1,2,487,28,3,0
1,1,1,1,2,2,1,2,32,10,10,28,3,4,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,484,28,3,0
1,1,1,1,6,3,1,1,27,10,12,28,3,4,2,1,2,6,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,487,28,3,0
3,1,1,3,5,3,1,1,21,10,11,28,3,4,1,1,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,484,28,3,0
1,1,1,1,5,1,1,1,45,10,10,28,3,2,1,1,2,4,2,1,0,1,1,1,0,0,0,1,0,0,0,0,1,2,484,28,3,0
5,1,1,1,9,2,1,1,44,10,3,28,3,2,2,1,2,4,2,3,0,0,0,0,0,1,0,0,0,0,0,0,1,2,487,28,3,0
3,1,1,1,9,1,1,2,34,10,5,28,3,2,2,1,2,3,1,3,0,0,0,0,0,0,0,0,1,0,0,0,1,2,484,28,3,0
4,1,1,1,8,2,1,2,43,10,2,28,3,2,2,9,2,9,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,487,28,3,0
9,1,1,1,5,2,1,2,28,10,10,28,3,1,1,1,2,9,1,1,0,0,0,0,0,0,0,0,1,0,0,0,3,2,511,28,3,0
4,1,1,1,4,1,1,1,28,10,11,28,3,4,2,2,2,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,94,6,10,1
3,1,1,1,9,2,1,2,30,10,3,28,3,2,2,1,2,6,2,5,1,0,0,0,0,0,0,0,0,0,0,0,1,2,484,28,3,0
3,1,1,1,4,2,1,1,35,10,10,28,3,3,2,1,2,9,2,5,0,0,0,1,0,0,0,0,0,0,0,0,1,2,484,28,3,0
4,1,2,2,4,1,1,2,62,10,5,28,3,3,2,1,1,99,2,5,0,0,0,0,0,0,0,0,1,0,0,0,1,2,487,28,3,0
3,1,1,1,4,1,1,2,20,10,5,28,3,4,2,2,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,484,28,3,0
2,1,1,1,5,1,1,2,46,10,12,28,3,3,5,1,2,7,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,484,28,3,0
4,1,1,1,9,2,1,2,50,10,6,28,3,2,2,1,2,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,484,28,3,0
4,1,1,1,4,1,1,1,37,10,8,28,3,1,2,2,2,7,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,2,484,28,3,0
4,1,1,1,4,1,1,2,83,10,11,28,3,1,2,2,2,6,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,2,484,28,3,0
2,1,1,1,3,2,1,2,29,10,9,28,3,2,2,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,484,28,3,0
2,1,1,1,5,1,1,1,28,10,10,28,3,3,1,1,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,487,28,3,0
1,2,1,1,11,1,1,2,28,10,10,28,3,1,2,1,1,99,2,2,9,9,9,9,9,9,9,9,9,9,9,9,1,2,484,28,3,0
5,1,1,1,4,2,1,2,23,10,8,28,3,4,2,1,2,3,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,2,484,28,3,0
5,1,1,1,9,1,1,1,50,10,7,28,3,2,2,1,2,9,2,3,0,0,0,0,0,1,0,0,0,0,0,0,1,2,487,28,3,0
2,1,1,1,7,2,1,2,25,10,8,28,3,2,5,9,2,9,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,487,28,3,0
