VIV_SEL,HOGAR,ND_TIPO,TD_TIPO,BPCOD,R_SEL,RESUL_H,SEXO,EDAD,AREAM_OCU,BP1_1,BP1_2C,BP1_3C,BP1_4,BP1_5,BP1_6,BP1_20,BP1_23,BP1_30,BP1_33,BP1_36_01,BP1_36_02,BP1_36_03,BP1_36_04,BP1_36_05,BP1_36_06,BP1_36_07,BP1_36_08,BP1_36_09,BP1_36_10,BP1_36_11,BP1_36_99,DOMINIO,ESTRATO,EST_DIS,UPM_DIS,CLUSTERS
2,1,1,1,5,1,1,1,37,3,2,19,39,3,1,1,2,6,2,5,0,1,1,1,1,1,1,1,0,0,0,0,1,2,322,7835,0
2,1,1,1,2,2,1,2,29,3,6,19,39,4,1,2,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,323,8032,0
3,1,1,1,2,1,1,1,63,3,3,19,39,2,5,2,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,322,8084,0
1,1,1,2,9,3,1,2,29,3,3,19,39,2,3,1,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,322,7842,0
2,1,1,1,2,3,1,1,37,3,10,19,39,4,1,2,2,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4,324,8046,0
5,1,1,1,5,2,1,2,28,3,1,19,39,2,1,1,2,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,322,8000,0
2,1,1,1,5,5,1,2,18,3,10,19,39,3,1,1,2,7,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,2,322,8070,0
5,1,1,1,8,1,1,1,33,3,5,19,39,9,8,9,2,8,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,485,11139,0
5,1,1,1,3,1,1,1,57,3,7,19,39,4,2,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,324,8105,0
4,1,1,1,5,4,1,2,22,3,5,19,39,1,6,1,2,4,2,1,1,0,0,0,0,0,0,1,1,0,0,0,1,3,323,7892,0
3,1,1,1,11,3,1,1,22,3,10,19,39,3,5,1,2,4,2,5,1,0,0,1,0,0,0,0,0,0,0,0,1,3,323,8181,0
2,1,1,1,2,1,1,1,37,3,8,19,39,2,1,2,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,322,7835,0
3,1,1,1,6,2,1,2,55,3,8,19,39,3,5,2,2,9,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,4,324,8178,0
5,1,1,1,9,2,1,2,26,3,6,19,39,2,2,2,2,9,2,5,1,1,1,1,1,1,1,0,1,0,0,0,1,2,322,8070,0
4,1,1,1,2,1,1,1,75,3,5,19,39,4,2,2,2,7,2,1,0,0,0,1,0,0,0,0,1,1,0,0,1,4,324,8035,0
1,1,1,3,5,3,1,2,29,3,6,19,39,3,6,1,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,322,7842,0
2,1,1,1,11,1,1,2,21,3,11,19,39,3,1,1,1,99,2,2,1,1,1,1,1,1,1,1,1,0,0,0,1,2,322,8109,0
2,1,1,1,4,1,1,1,72,3,7,19,39,4,2,1,2,5,1,3,0,0,0,0,0,0,0,0,0,1,0,0,1,4,324,8097,0
4,1,1,1,9,3,1,2,21,3,3,19,39,2,2,2,2,4,2,5,1,1,1,1,1,1,0,1,1,0,0,0,1,2,322,8069,0
4,1,1,1,5,1,1,2,31,3,9,19,39,2,1,1,2,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,2,322,7978,0
3,1,1,1,2,3,1,1,23,3,2,19,39,4,2,2,2,9,2,1,0,0,1,0,0,0,0,0,1,0,0,0,1,2,322,7995,0
3,1,2,2,6,4,1,2,18,3,12,19,39,3,6,1,2,9,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,4,324,7927,0
3,1,1,1,13,1,1,2,24,3,3,19,39,3,3,1,2,4,2,3,1,1,1,1,1,1,1,1,1,0,0,0,1,3,323,8058,0
1,1,1,1,2,1,1,1,73,3,11,19,39,3,1,2,2,4,2,1,0,0,0,1,0,1,0,1,0,0,0,0,1,3,323,8101,0
2,1,1,1,5,1,1,1,25,3,99,19,39,2,4,1,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,324,8066,0
5,1,2,2,5,2,1,2,51,3,7,19,39,1,1,1,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,323,8089,0
1,1,2,3,5,3,1,2,29,3,8,19,39,2,1,1,2,6,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,322,7842,0
4,1,1,1,2,3,1,2,25,3,10,19,39,2,5,2,2,4,2,1,0,0,1,1,0,0,0,1,1,0,0,0,1,4,327,8242,0
2,1,1,1,1,1,1,1,34,3,3,19,39,2,1,1,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,324,8113,0
2,1,1,1,5,2,1,2,28,3,7,19,39,1,6,1,2,4,2,1,0,0,1,0,0,1,1,1,1,0,0,0,1,2,322,8108,0
3,1,1,1,2,1,1,1,30,3,10,19,39,3,1,2,2,5,2,1,0,1,0,0,0,0,0,0,1,0,0,0,1,4,324,7963,0
4,1,1,1,5,1,1,2,23,3,5,19,39,2,5,1,2,6,2,1,1,0,0,0,0,0,0,1,1,0,0,0,1,2,322,7937,0
3,1,1,2,13,2,1,2,27,3,5,19,39,2,6,1,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,323,8146,0
3,1,1,1,5,1,1,1,26,3,5,19,39,1,1,1,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,323,8149,0
1,1,1,1,2,1,1,1,40,3,6,19,39,3,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,323,8038,0
5,1,1,1,7,2,1,2,28,3,11,19,39,2,8,9,2,9,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,4,327,8242,0
4,1,1,1,5,1,1,2,44,3,6,19,39,1,1,1,2,4,2,5,0,0,0,0,0,0,0,1,0,0,0,0,1,2,322,8008,0
3,1,1,3,5,2,1,2,29,3,3,19,39,2,6,1,2,6,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,4,324,7899,0
2,1,1,1,8,1,1,1,42,3,6,19,39,1,4,9,2,4,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,4,324,8112,0
2,1,1,1,7,1,1,2,32,3,6,19,39,4,4,9,2,5,2,1,0,0,0,1,0,0,0,0,1,0,0,0,1,4,324,8024,0
4,1,1,1,8,1,1,1,36,3,3,19,39,2,4,9,2,4,2,1,1,1,1,1,0,0,0,1,1,0,0,0,1,2,322,8055,0
3,1,1,1,5,1,1,2,27,3,7,19,39,2,6,1,2,4,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,4,324,8184,0
1,1,1,1,7,1,1,1,38,3,2,19,39,9,9,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,324,8113,0
2,1,2,5,10,1,1,2,65,3,99,19,39,2,1,1,2,4,1,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,323,8058,0
2,1,2,2,2,5,1,2,20,3,2,19,39,4,1,2,2,7,2,1,1,1,1,1,1,0,0,0,1,0,0,0,1,3,323,8088,0
2,1,1,1,2,3,1,1,21,3,1,19,39,3,1,2,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,335,8265,0
5,1,2,2,5,1,1,1,24,3,11,19,39,2,1,1,2,6,2,4,0,0,1,1,0,1,1,0,0,0,0,0,2,2,368,8773,0
3,1,1,1,9,2,1,1,24,3,6,19,39,3,3,1,2,7,2,5,1,0,1,1,1,1,1,1,1,0,0,0,1,3,133,2939,1
3,1,1,1,6,3,1,1,36,3,9,19,39,3,1,1,2,4,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,4,324,8057,0
1,1,1,1,2,1,1,1,98,3,1,19,39,2,1,2,2,7,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,323,7991,0
1,1,2,2,2,1,1,1,59,3,11,19,39,2,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,323,8202,0
2,1,1,1,7,3,1,1,21,3,4,19,39,9,8,9,2,9,2,1,0,0,1,1,0,0,0,0,0,0,0,0,2,2,335,8265,0
5,1,1,1,10,1,1,1,34,3,5,19,39,3,8,1,2,1,2,2,0,1,1,1,0,0,0,0,1,0,0,0,1,2,322,8107,0
4,1,1,1,7,1,1,2,31,3,6,19,39,2,4,9,2,4,2,5,1,1,1,1,1,1,1,1,1,0,0,0,1,2,322,8062,0
4,1,1,2,2,2,1,2,70,3,1,19,39,2,1,2,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,322,8070,0
1,1,1,1,8,1,1,1,43,3,5,19,39,2,4,9,2,9,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,3,323,8195,0
2,1,1,1,5,1,1,1,52,3,11,19,39,3,6,1,2,3,2,3,0,0,0,0,0,0,0,0,0,1,0,0,1,2,322,8033,0
2,1,1,1,9,2,1,2,31,3,8,19,39,2,2,1,2,3,2,5,1,1,1,1,0,0,0,0,0,0,0,0,1,4,324,7915,0
2,1,3,4,7,1,1,2,65,3,3,19,39,3,4,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,323,8058,0
1,1,1,1,2,3,1,1,23,3,12,19,39,4,2,2,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,323,8087,0
1,1,1,1,8,1,1,1,25,3,10,19,39,1,4,9,2,3,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,3,323,8031,0
2,1,1,1,2,1,1,1,58,3,5,19,39,4,1,2,2,4,2,1,0,1,1,1,0,0,0,1,0,0,0,0,1,2,322,8099,0
1,1,1,2,4,1,1,2,35,3,6,19,39,2,2,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,322,8110,0
2,1,1,4,9,1,1,2,65,3,99,19,39,9,2,2,2,9,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,323,8058,0
5,1,1,1,5,3,1,2,19,3,11,19,39,3,1,1,2,3,2,1,1,0,1,1,0,1,1,1,0,0,0,0,1,2,322,8040,0
2,1,1,1,8,2,1,2,79,3,2,19,39,2,2,9,2,9,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,4,324,8122,0
5,1,1,1,5,5,1,2,20,3,12,19,39,3,6,1,2,9,2,1,0,1,1,1,0,0,0,0,1,0,0,0,1,3,323,8191,0
4,1,1,1,4,2,1,2,45,3,9,19,39,2,2,2,2,3,2,1,1,1,1,1,0,1,1,0,1,0,0,0,1,3,323,8086,0
3,1,3,3,2,1,1,1,45,3,5,19,39,1,1,2,2,6,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,3,323,8086,0
3,1,1,1,8,2,1,2,42,3,11,19,39,2,4,9,2,5,2,1,0,0,0,1,0,0,0,1,0,0,0,0,1,2,322,8001,0
2,1,1,2,2,5,1,2,20,3,4,19,39,4,1,2,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,323,8088,0
1,1,1,1,4,1,1,1,38,3,99,19,39,9,2,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,324,8113,0
4,1,1,4,8,3,1,1,34,3,3,19,39,1,4,9,2,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,250,6441,0
3,1,2,2,13,2,1,2,27,3,11,19,39,3,1,1,2,4,2,5,0,0,1,0,0,0,0,0,0,0,0,0,1,3,323,8146,0
4,1,1,2,3,3,1,2,21,3,10,19,39,3,2,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,323,7991,0
2,1,1,1,2,1,1,1,70,3,7,19,39,4,1,2,2,4,2,1,1,0,0,1,0,0,0,0,1,0,0,0,1,4,324,8036,0
1,1,1,1,5,2,1,2,29,3,3,19,39,1,1,1,2,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,322,8077,0
3,1,1,1,3,1,1,1,62,3,3,19,39,4,2,9,2,4,2,1,1,1,1,1,0,1,1,1,1,0,0,0,1,2,322,8062,0
4,1,1,1,2,1,1,1,36,3,11,19,39,3,3,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,322,8001,0
3,1,1,1,9,1,1,1,63,3,7,19,39,2,1,2,2,4,2,5,0,1,1,1,0,0,0,0,0,0,0,0,1,2,322,8084,0
4,1,1,1,2,1,1,1,59,3,99,19,39,4,1,2,2,4,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,3,323,8058,0
3,1,1,1,10,1,1,2,46,3,4,19,39,3,4,1,2,4,2,3,0,0,0,0,0,0,0,0,0,0,1,0,1,4,324,7861,0
4,1,2,2,2,1,1,1,39,3,9,19,39,2,1,2,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,323,8152,0
3,1,1,1,10,2,1,1,44,3,10,19,39,3,1,1,2,3,2,5,1,0,1,1,1,0,1,0,1,0,0,0,1,4,324,8103,0
3,1,1,1,5,2,1,2,35,3,12,19,39,1,6,1,2,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,325,8238,0
3,1,1,1,5,4,1,2,18,3,12,19,39,3,1,1,2,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,324,7927,0
4,1,4,4,3,3,1,2,21,3,99,19,39,4,1,9,2,5,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,322,8069,0
3,1,1,1,5,1,1,1,35,3,4,19,39,3,1,1,2,5,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3,323,7908,0
5,1,1,1,8,1,1,1,60,3,99,19,39,2,4,9,2,4,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,321,8073,0
4,1,1,1,4,2,1,2,31,3,10,19,39,9,2,2,2,9,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,322,8076,0
1,1,1,1,2,3,1,1,22,3,10,19,39,1,1,2,2,8,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,68,1882,1
1,1,2,2,4,1,1,2,35,3,3,19,39,2,2,2,2,4,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,2,322,8110,0
3,1,1,1,1,5,1,2,20,3,1,19,39,1,1,2,1,99,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,3,323,8089,0
5,1,1,1,5,1,1,1,63,3,5,19,39,3,1,1,2,6,2,1,0,1,1,1,0,1,1,1,1,0,0,0,1,3,323,8193,0
5,1,1,1,9,2,1,2,51,3,2,19,39,2,2,1,2,6,2,5,0,0,1,1,1,0,0,1,1,0,0,0,1,3,323,8089,0
5,1,1,1,2,1,1,1,34,3,4,19,39,4,2,2,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,322,8107,0
5,1,1,2,7,1,1,1,57,3,9,19,39,1,4,9,2,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,324,8105,0
2,1,1,1,8,3,1,1,23,3,9,19,39,9,9,9,2,6,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3,323,8080,0
2,1,1,1,5,1,1,1,34,3,10,19,39,3,1,1,2,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,322,8005,0
2,1,1,1,2,1,1,1,51,3,2,19,39,9,1,2,2,5,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,324,7859,0
5,1,1,1,13,2,1,2,29,3,7,19,39,4,5,1,2,6,2,3,0,1,1,0,0,0,0,0,1,0,0,0,1,4,324,7829,0
3,1,1,1,1,1,1,2,24,3,3,19,39,3,1,2,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,323,8058,0
1,1,1,1,4,1,1,2,49,3,11,19,39,2,2,2,1,99,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,3,323,8088,0
3,1,1,1,2,1,1,2,24,3,3,19,39,3,1,2,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,323,8058,0
3,2,1,1,8,1,1,1,21,3,8,19,39,1,2,9,2,4,2,1,0,0,0,1,0,1,0,1,0,0,0,0,1,2,322,8100,0
3,1,1,1,2,2,1,2,64,3,11,19,39,4,1,2,1,99,2,1,1,1,1,1,1,1,1,0,1,0,0,0,1,2,322,8055,0
1,1,1,1,3,1,1,2,70,3,10,19,39,3,2,9,2,4,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,322,8027,0
3,1,1,1,2,2,1,2,49,3,12,19,39,4,1,2,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,324,7907,0
4,1,1,2,2,1,1,1,39,3,5,19,39,2,1,2,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,323,8152,0
5,1,1,1,5,1,1,2,42,3,5,19,39,2,1,1,2,4,2,1,0,0,0,1,0,0,1,1,1,0,0,0,1,2,322,8006,0
4,1,1,1,5,2,1,2,52,3,11,19,39,3,4,1,2,99,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,325,8257,0
4,1,1,1,3,2,1,2,45,3,7,19,39,4,2,9,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,323,8086,0
1,1,1,5,9,1,1,1,38,3,9,19,39,2,3,2,1,99,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,4,324,8113,0
3,1,1,2,6,4,1,2,18,3,12,19,39,3,6,1,2,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,324,7927,0
4,1,1,4,3,3,1,2,21,3,99,19,39,4,1,9,2,5,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,322,8069,0
1,1,1,1,2,2,1,1,54,3,2,19,39,4,1,2,2,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,323,7999,0
3,1,1,1,4,3,1,1,36,3,4,19,39,2,2,2,2,4,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,324,8057,0
3,1,1,1,8,1,1,1,51,3,10,19,39,1,8,9,2,4,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,3,323,8037,0
2,1,4,4,7,1,1,2,65,3,1,19,39,2,4,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,323,8058,0
2,1,1,1,4,1,1,2,75,3,6,19,39,4,2,1,2,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,323,8015,0
3,1,1,1,5,1,1,2,21,3,1,19,39,2,6,1,2,4,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,2,322,8109,0
4,1,2,2,3,3,1,2,21,3,7,19,39,4,2,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,323,7991,0
5,1,3,4,5,5,1,1,98,3,12,19,39,2,5,1,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,323,8124,0
1,1,1,1,5,2,1,2,25,3,11,19,39,2,6,1,2,4,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,4,327,8256,0
1,1,1,1,9,1,1,2,70,3,9,19,39,2,2,2,2,9,2,5,0,0,0,0,0,0,0,0,1,0,0,0,1,2,322,8027,0
4,1,1,3,13,2,1,2,26,3,12,19,39,2,3,1,2,9,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,4,324,8096,0
1,1,1,2,3,2,1,2,31,3,2,19,39,3,2,9,2,3,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,323,8007,0
2,1,2,4,9,1,1,2,65,3,99,19,39,9,2,2,2,4,1,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,323,8058,0
1,1,1,1,7,2,1,2,36,3,99,19,39,4,8,9,2,9,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,3,323,8047,0
3,1,1,2,2,1,1,1,35,3,2,19,39,1,1,2,2,5,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,323,7908,0
5,1,1,1,4,2,1,2,46,3,6,19,39,1,2,1,2,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4,324,8046,0
4,1,1,1,6,3,1,2,21,3,12,19,39,3,1,1,2,4,2,5,1,1,1,1,1,0,1,1,0,0,0,0,1,3,323,7991,0
1,1,1,1,4,3,1,1,23,3,1,19,39,4,2,1,2,6,2,1,1,0,1,1,0,0,1,1,1,0,0,0,1,3,323,8087,0
4,1,1,1,5,3,1,2,24,3,3,19,39,2,6,1,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,324,7861,0
5,1,1,1,4,3,1,1,18,3,99,19,39,1,2,1,1,99,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,322,8008,0
2,1,1,1,10,1,1,1,45,3,6,19,39,2,3,1,2,99,2,4,0,0,0,0,0,0,0,1,1,0,0,0,1,4,15,515,1
4,1,1,1,9,3,1,2,21,3,8,19,39,1,2,2,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,323,7991,0
3,1,2,2,2,4,1,1,32,3,99,19,39,4,1,2,2,4,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,2,322,8070,0
2,1,1,1,2,1,1,1,34,3,3,19,39,2,1,1,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,324,8113,0
3,1,1,1,3,1,1,2,36,3,8,19,39,4,2,9,2,3,2,1,1,0,0,0,0,0,0,0,1,0,0,0,1,2,322,8100,0
2,1,3,3,9,2,1,1,50,3,99,19,39,2,2,2,2,6,2,5,1,1,1,1,1,1,1,0,1,0,0,0,1,2,322,8110,0
4,1,1,1,5,1,1,2,62,3,99,19,39,2,1,1,2,6,2,3,0,0,0,0,0,0,0,0,1,1,0,0,1,2,322,8027,0
4,1,1,1,2,1,1,1,49,3,5,19,39,4,1,2,1,99,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,323,7939,0
4,1,1,1,3,1,1,1,58,3,2,19,39,9,2,9,2,4,2,5,0,0,0,1,0,0,0,0,0,1,0,0,1,4,324,8067,0
2,1,4,5,10,1,1,2,65,3,99,19,39,9,1,1,2,4,1,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,323,8058,0
1,1,5,5,9,1,1,1,38,3,6,19,39,2,3,2,2,4,2,5,1,1,1,1,1,1,1,1,1,0,0,0,1,4,324,8113,0
1,1,1,1,2,1,1,2,49,3,7,19,39,1,2,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,323,8088,0
3,1,1,1,3,1,1,1,45,3,99,19,39,4,2,9,2,9,2,1,1,1,1,1,0,0,1,1,1,0,0,0,1,2,322,8085,0
2,1,1,1,2,3,1,1,19,3,2,19,39,3,1,2,2,4,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,3,323,8090,0
4,1,2,4,3,3,1,2,21,3,99,19,39,4,1,9,2,5,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,322,8069,0
1,1,1,1,2,1,1,1,71,3,11,19,39,4,1,2,2,1,2,1,0,1,1,1,0,0,1,1,1,0,0,0,1,2,322,8051,0
5,1,1,1,4,3,1,2,27,3,7,19,39,2,2,2,2,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,323,8019,0
4,1,1,1,5,2,1,2,45,3,7,19,39,3,1,1,2,4,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,3,323,8086,0
4,1,1,1,5,1,1,2,27,3,10,19,39,3,1,1,2,4,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,4,324,7864,0
4,1,1,1,2,2,1,2,25,3,1,19,39,4,2,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,322,8041,0
4,1,1,1,5,1,1,2,58,3,3,19,39,3,1,1,2,3,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,2,322,8093,0
2,1,5,5,10,1,1,2,65,3,2,19,39,1,1,1,2,4,1,5,1,1,1,1,1,1,1,1,1,0,0,0,1,3,323,8058,0
4,1,1,1,8,2,1,2,32,3,3,19,39,2,5,9,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,322,7872,0
3,1,1,1,5,2,1,2,24,3,3,19,39,2,1,1,2,4,2,2,9,9,9,9,9,9,9,9,9,9,9,9,1,3,323,7911,0
3,1,2,2,9,2,1,2,24,3,9,19,39,2,1,2,2,4,2,3,0,0,1,0,0,0,0,0,0,0,0,0,1,3,323,7911,0
4,1,1,1,2,4,1,2,23,3,3,19,39,4,1,2,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,324,8091,0
2,1,1,1,3,3,1,2,22,3,5,19,39,4,2,9,2,7,2,1,1,0,0,0,0,0,0,1,1,0,0,0,1,2,322,8074,0
1,1,3,5,9,1,1,1,38,3,7,19,39,1,3,2,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,4,324,8113,0
4,1,1,1,6,3,1,2,21,3,2,19,39,1,5,2,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,322,8069,0
2,1,2,4,7,1,1,2,65,3,5,19,39,3,4,9,2,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,323,8058,0
3,1,1,2,2,4,1,1,32,3,99,19,39,4,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,322,8070,0
3,1,1,1,2,1,1,1,40,3,3,19,39,2,5,2,2,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,2,2,333,8264,0
4,1,2,3,13,2,1,2,26,3,10,19,39,2,3,1,2,9,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,4,324,8096,0
4,1,1,1,2,1,1,2,62,3,8,19,39,4,2,2,2,4,2,3,0,1,1,0,0,0,0,0,0,0,0,0,1,4,324,8020,0
2,1,1,5,10,1,1,2,65,3,12,19,39,1,1,1,2,9,1,2,9,9,9,9,9,9,9,9,9,9,9,9,1,3,323,8058,0
2,1,1,3,9,2,1,1,50,3,99,19,39,2,2,2,2,6,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,322,8110,0
3,1,1,1,5,2,1,2,47,3,11,19,39,2,1,1,2,4,2,1,1,1,1,1,0,1,1,1,1,0,0,0,1,3,323,8088,0
5,1,1,2,6,3,1,1,18,3,8,19,39,2,1,1,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,322,8008,0
4,1,1,1,2,1,1,2,31,3,3,19,39,3,1,2,2,3,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,4,324,7884,0
2,1,1,1,5,3,1,1,21,3,7,19,39,1,6,1,2,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,84,1426,1
1,1,1,1,5,2,1,2,50,3,5,19,39,1,1,1,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,323,8157,0
3,1,1,1,5,1,1,2,30,3,9,19,39,2,1,1,2,9,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,322,8189,0
1,1,1,1,10,2,1,2,50,3,8,19,39,1,1,1,2,4,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,3,323,8157,0
2,1,2,3,9,2,1,1,50,3,99,19,39,2,2,2,2,6,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,322,8110,0
1,1,1,1,2,2,1,2,48,3,10,19,39,2,4,2,2,3,2,5,1,0,0,1,0,0,0,0,0,0,0,0,1,4,324,8036,0
2,1,1,1,8,1,1,1,44,3,9,19,39,1,9,9,2,4,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,3,323,8094,0
3,1,1,1,10,4,1,2,28,3,3,19,39,3,2,1,2,9,2,3,1,0,1,0,1,1,0,0,1,0,0,0,1,2,322,8029,0
2,1,1,1,9,1,1,2,26,3,10,19,39,2,3,2,2,4,2,5,0,0,0,1,0,1,0,0,0,0,0,0,1,4,324,8096,0
