VIV_SEL,HOGAR,ND_TIPO,TD_TIPO,BPCOD,R_SEL,AREAM_OCU,RESUL_H,BP1_1,BP1_2C,BP1_3C,BP1_4,BP1_5,BP1_6,BP1_20,BP1_23,BP1_30,BP1_33,BP1_34,BP1_35,BP1_36_01,BP1_36_02,BP1_36_03,BP1_36_04,BP1_36_05,BP1_36_06,BP1_36_07,BP1_36_08,BP1_36_09,BP1_36_10,BP1_36_11,BP1_36_99,FAC_DEL,EST_DIS,UPM_DIS,DOMINIO,ESTRATO,FAC_DEL_AM,CLUSTERS
1,1,2,2,2,2,26,1,7,10,5,4,1,2,2,6,2,1,400,0,0,0,0,0,0,0,0,0,0,0,0,0,208,67,3590,1,2,189,0
3,1,1,1,4,3,26,1,10,10,5,3,2,2,1,4,2,1,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,144,68,3479,1,3,133,0
3,1,1,1,2,1,26,1,7,10,5,4,2,2,2,9,2,1,1200,0,1,1,0,0,0,0,0,0,0,0,0,0,207,69,3477,1,4,191,0
5,1,3,3,2,1,26,1,1,10,5,2,1,2,2,4,2,1,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,183,67,3614,1,2,167,0
4,1,1,3,9,2,26,1,11,10,5,2,2,1,2,9,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525,69,3532,1,4,489,0
5,1,1,1,2,3,26,1,4,10,5,3,2,2,2,4,2,1,6000,0,0,0,1,0,0,0,0,0,0,0,0,0,158,68,3576,1,3,147,0
5,1,2,3,2,1,26,1,6,10,5,1,1,1,2,4,2,5,4853,227,0,0,0,0,0,0,0,0,0,0,0,0,183,67,3614,1,2,167,0
4,1,2,3,9,2,26,1,4,10,5,1,2,1,2,9,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525,69,3532,1,4,489,0
1,1,2,2,3,1,26,1,2,10,5,3,2,1,2,4,2,1,400,0,0,0,0,0,0,0,0,0,0,0,0,0,208,67,3645,1,2,192,0
4,1,2,2,3,2,26,1,5,10,5,3,1,1,2,4,2,1,1300,0,0,1,0,1,0,1,0,0,0,0,0,0,167,69,3501,1,4,155,0
4,1,1,1,8,2,26,1,8,10,5,2,2,1,2,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,68,3474,1,3,274,0
2,1,3,3,3,2,26,1,9,10,5,3,2,1,2,4,2,5,4853,227,0,0,0,0,0,0,0,1,0,0,0,0,185,67,3498,1,2,172,0
19,1,1,1,3,2,26,1,6,10,5,3,2,1,2,4,2,1,1000,0,0,0,0,0,0,0,0,1,0,0,0,0,180,65,3812,3,2,0,0
4,1,1,1,5,1,26,1,12,10,5,2,1,1,2,4,2,1,500,0,1,0,0,0,0,0,0,0,1,0,0,0,181,67,3643,1,2,166,0
2,1,1,1,2,3,26,1,7,10,5,4,2,1,2,5,2,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,162,68,3597,1,3,153,0
4,1,1,1,2,1,26,1,7,10,5,2,1,2,2,4,2,1,5000,0,1,0,0,0,0,0,0,0,0,0,0,0,392,69,3665,1,4,364,0
3,1,1,3,4,1,26,1,5,10,5,3,2,2,2,7,1,1,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,224,67,3638,1,2,204,0
2,1,2,5,10,1,26,1,8,10,5,2,1,1,2,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,68,3502,1,3,263,0
2,1,1,1,2,1,26,1,9,10,5,3,1,1,2,6,2,1,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,130,68,3625,1,3,120,0
2,1,5,5,10,1,26,1,2,10,5,3,1,1,2,6,2,5,4853,227,0,0,0,1,0,0,0,0,0,0,0,0,279,68,3502,1,3,263,0
2,1,1,1,4,1,26,1,8,10,5,2,2,2,2,7,2,5,4853,227,0,0,0,0,0,0,0,0,1,0,0,0,182,67,3660,1,2,167,0
2,1,1,1,4,2,26,1,7,10,5,1,2,2,1,4,2,1,130000,0,0,0,1,1,0,0,1,1,1,0,0,0,148,68,3561,1,3,138,0
10,1,1,1,2,1,26,1,11,10,5,2,1,2,2,4,2,1,8000,0,1,1,1,1,1,1,1,1,1,0,0,0,160,63,3785,2,2,0,0
4,1,1,1,3,3,26,1,4,10,5,2,2,1,2,4,2,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,155,68,3504,1,3,143,0
1,1,1,1,2,1,26,1,12,10,5,1,1,2,2,4,2,1,400,0,0,0,0,0,0,0,0,0,0,0,0,0,200,67,3628,1,2,184,0
2,1,1,1,2,2,26,1,11,10,5,4,1,2,2,4,2,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,168,68,3494,1,3,158,0
1,1,1,2,4,1,26,1,8,10,5,4,2,1,2,5,2,1,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,185,67,3631,1,2,170,0
1,1,1,1,3,2,26,1,6,10,5,4,2,1,2,4,2,3,0,0,1,1,0,0,0,1,1,1,0,0,0,0,165,68,3495,1,3,153,0
5,1,1,1,8,2,26,1,6,10,5,2,2,1,2,1,2,1,700,0,0,0,0,1,0,0,0,0,0,0,0,0,740,68,3535,1,3,695,0
2,1,2,2,2,2,26,1,99,10,5,3,1,2,2,4,2,1,9999999,9999999,0,0,0,0,0,0,0,1,0,0,0,0,167,68,3569,1,3,153,2
4,1,1,1,2,1,26,1,11,10,5,2,1,2,2,6,2,1,12000,0,0,0,0,0,0,0,0,1,0,0,0,0,182,67,3592,1,2,171,0
1,1,1,1,10,3,26,1,3,10,5,2,1,1,2,3,2,5,4853,227,1,0,0,1,0,0,0,0,1,0,0,0,558,69,3671,1,4,513,0
2,1,2,2,2,1,26,1,7,10,5,1,1,2,2,6,2,1,700,0,0,1,1,1,1,1,1,1,1,0,0,0,138,68,3641,1,3,128,0
1,1,1,1,3,1,26,1,3,10,5,3,2,1,2,5,2,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,147,68,3572,1,3,136,0
5,1,1,1,6,4,26,1,4,10,5,4,8,2,2,9,2,1,13000,0,1,0,0,0,0,0,0,0,0,0,0,0,784,67,3661,1,2,732,0
3,1,1,1,10,1,26,1,12,10,5,2,2,1,2,9,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,182,65,3821,3,2,0,0
1,1,1,1,8,2,26,1,1,10,5,1,2,1,2,9,2,1,50,0,0,0,0,0,0,0,0,0,1,0,0,0,603,67,3507,1,2,546,0
1,1,1,1,3,3,26,1,7,10,5,4,2,1,2,6,2,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,169,68,3589,1,3,157,0
2,1,1,4,8,3,26,1,1,10,5,1,4,1,2,7,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1010,69,3655,1,4,945,0
3,1,2,2,9,1,26,1,7,10,5,1,1,1,2,7,2,1,100,0,1,0,0,1,0,0,0,0,0,0,0,0,588,68,3517,1,3,544,0
2,1,4,4,10,3,26,1,6,10,5,1,2,2,2,9,2,5,4853,227,0,0,0,0,0,1,0,0,0,0,0,0,1010,69,3655,1,4,945,0
2,1,1,3,9,6,26,1,2,10,5,1,2,1,2,3,2,5,4853,227,0,0,0,0,0,0,0,0,0,0,0,0,670,68,3490,1,3,620,0
1,1,1,2,2,2,26,1,2,10,5,3,2,2,2,6,2,1,2800,0,0,0,0,0,0,0,0,0,0,0,0,0,208,67,3590,1,2,189,0
3,1,1,1,9,1,26,1,12,10,5,3,2,2,2,4,2,3,0,0,0,0,1,1,0,1,0,0,0,0,0,0,582,69,3519,1,4,540,0
2,1,2,3,2,1,26,1,3,10,5,9,1,2,2,4,2,1,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,162,68,3509,1,3,151,0
1,1,1,1,3,4,26,1,10,10,5,4,2,1,2,3,2,5,4853,227,0,0,0,0,0,0,0,0,1,0,0,0,141,68,3489,1,3,131,0
3,1,1,1,4,1,26,1,11,10,5,9,2,2,1,4,2,1,30000,0,0,1,0,1,0,0,0,0,0,0,0,0,175,69,3532,1,4,163,0
1,1,1,2,3,1,26,1,8,10,5,3,2,1,2,4,2,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,208,67,3645,1,2,192,0
2,1,1,2,4,1,26,1,11,10,5,2,2,2,2,6,2,1,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,224,67,3638,1,2,204,0
4,1,1,2,3,2,26,1,12,10,5,3,1,1,2,4,2,1,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,167,69,3501,1,4,155,0
2,1,1,1,10,1,26,1,9,10,5,3,8,2,2,3,2,5,4853,227,0,1,0,0,0,0,0,1,0,0,0,0,414,67,3663,1,2,380,0
1,1,1,1,2,4,26,1,3,10,5,4,1,2,2,4,2,1,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,201,67,3644,1,2,183,0
3,1,1,3,13,1,26,1,10,10,5,1,3,1,2,9,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,68,3676,1,3,195,0
2,1,3,3,2,1,26,1,3,10,5,2,1,2,2,6,2,1,6000,0,0,1,0,0,0,0,0,0,1,0,0,0,181,67,3643,1,2,166,0
4,1,1,1,2,2,26,1,4,10,5,4,1,2,1,4,2,1,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,148,68,3474,1,3,137,0
3,1,3,3,3,3,26,1,1,10,5,4,2,1,2,9,2,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,148,68,3561,1,3,138,0
1,1,1,1,4,1,26,1,5,10,5,2,2,2,1,4,2,1,8000,0,1,0,0,0,0,0,0,0,0,0,0,0,155,68,3502,1,3,146,0
4,1,1,1,9,2,26,1,5,10,5,2,2,1,2,5,2,5,4853,227,1,0,0,0,0,1,0,0,1,0,0,0,636,69,3657,1,4,588,0
1,1,1,1,2,1,26,1,4,10,5,2,1,2,2,4,2,1,700,0,0,0,0,0,0,1,0,0,0,0,0,0,149,68,3604,1,3,139,0
2,1,1,1,9,1,26,1,5,10,5,2,1,1,2,6,2,3,0,0,1,0,1,1,1,1,1,1,1,0,0,0,260,68,3625,1,3,240,0
2,1,4,5,10,1,26,1,5,10,5,3,1,1,2,6,2,5,4853,227,0,0,0,0,0,0,0,0,0,0,0,0,279,68,3502,1,3,263,0
4,1,1,1,2,2,26,1,7,10,5,4,1,2,2,4,2,1,9999999,0,0,0,0,0,0,0,0,0,1,0,0,0,157,68,3472,1,3,148,1
2,1,1,1,3,1,26,1,2,10,5,4,2,1,2,4,2,1,300,0,0,0,0,0,0,0,0,1,1,0,0,0,201,68,3606,1,3,187,0
2,1,2,2,9,2,26,1,12,10,5,3,2,1,2,9,2,5,4853,227,1,1,1,1,0,1,1,0,1,0,0,0,609,67,3629,1,2,564,0
3,2,1,1,10,1,26,1,1,10,5,1,1,1,1,4,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,154,68,3505,1,3,143,0
1,1,1,1,8,2,26,1,1,10,5,3,2,1,2,7,2,1,600,0,0,0,0,0,0,0,0,0,0,0,0,0,720,67,3607,1,2,664,0
2,1,1,1,3,3,26,1,7,10,5,4,1,1,2,8,2,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,146,68,3473,1,3,135,0
3,1,1,1,2,1,26,1,11,10,5,3,5,2,2,4,2,1,5200,0,0,0,1,0,0,0,0,0,0,0,0,0,167,68,3569,1,3,153,0
2,1,2,2,3,1,26,1,4,10,5,9,2,1,2,3,2,5,4853,227,0,0,0,0,0,0,0,0,0,0,0,0,162,68,3509,1,3,151,0
1,1,1,2,10,2,26,1,12,10,5,2,1,1,2,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,67,3570,1,2,342,0
1,1,2,2,3,1,26,1,2,10,5,3,1,1,2,4,2,1,9999999,0,1,0,0,0,0,0,0,1,0,0,0,0,251,65,3853,3,2,0,1
1,1,1,1,9,2,26,1,10,10,5,1,2,1,2,5,2,1,6000,0,0,0,0,1,0,0,0,0,0,0,0,0,573,68,3567,1,3,531,0
1,1,2,2,5,4,26,1,2,10,5,3,1,1,2,1,2,1,300,0,0,0,0,0,0,0,0,0,0,0,0,0,784,67,3661,1,2,732,0
4,1,1,1,9,2,26,1,5,10,5,2,2,1,2,7,2,5,4853,227,1,1,0,0,0,0,0,0,1,0,0,0,502,65,3853,3,2,0,0
1,1,2,2,3,1,26,1,8,10,5,1,2,1,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,68,3542,1,3,130,0
2,1,1,1,3,2,26,1,7,10,5,1,2,1,2,1,2,5,4853,227,0,0,0,0,0,0,0,1,0,0,0,0,196,67,3661,1,2,183,0
5,1,1,1,2,1,26,1,6,10,5,3,8,2,2,9,2,1,5800,0,0,0,0,0,0,0,0,0,0,0,0,0,211,66,3673,1,1,191,0
4,1,1,1,4,4,26,1,9,10,5,4,2,1,1,4,2,5,4853,227,0,0,0,1,0,1,0,0,0,0,0,0,263,67,3527,1,2,243,0
5,1,1,1,3,3,26,1,3,10,5,3,2,1,2,9,2,1,1000,0,0,0,0,0,0,0,0,1,0,0,0,0,182,69,3654,1,4,170,0
2,1,3,4,8,3,26,1,11,10,5,2,4,1,2,9,2,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,1010,69,3655,1,4,945,0
5,1,1,1,2,3,26,1,8,10,5,4,2,2,2,4,2,1,1800,0,0,0,0,0,0,0,0,0,0,0,0,1,207,69,3477,1,4,191,0
3,1,2,3,13,1,26,1,7,10,5,1,3,1,2,9,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,68,3676,1,3,195,0
5,1,2,5,3,1,26,1,9,10,5,2,1,1,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,67,3614,1,2,167,0
2,1,1,1,5,2,26,1,9,10,5,2,4,1,2,9,2,1,2000,0,0,0,0,1,0,0,0,0,1,0,0,0,501,68,3577,1,3,465,0
5,1,1,2,9,2,26,1,1,10,5,1,3,1,2,7,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,68,3636,1,3,286,0
4,1,3,4,3,1,26,1,3,10,5,2,2,1,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,67,3565,1,2,190,0
5,1,1,3,2,1,26,1,9,10,5,2,1,1,2,4,2,1,850,0,0,0,0,0,0,0,0,0,0,0,0,0,183,67,3614,1,2,167,0
4,1,4,4,3,1,26,1,1,10,5,1,2,1,2,1,2,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,207,67,3565,1,2,190,0
1,1,1,1,9,1,26,1,3,10,5,2,2,1,2,3,2,5,4853,227,0,0,0,0,0,0,0,0,1,0,0,0,334,68,3577,1,3,310,0
3,1,1,1,2,3,26,1,2,10,5,3,2,2,2,4,2,1,500,0,0,0,0,0,0,0,0,0,1,0,0,0,167,68,3577,1,3,155,0
4,1,1,1,10,2,26,1,9,10,5,3,1,1,2,7,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,296,68,3474,1,3,274,0
4,1,1,1,5,2,26,1,12,10,5,2,1,1,2,7,2,1,26000,0,0,0,0,0,0,0,0,0,0,0,0,0,296,68,3474,1,3,274,0
4,1,1,1,4,2,26,1,4,10,5,4,2,1,2,9,1,1,3500,0,0,0,1,0,0,0,0,0,1,0,0,0,141,68,3542,1,3,130,0
5,2,2,2,3,1,26,1,7,10,5,2,5,1,2,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,68,3472,1,3,148,0
3,1,1,1,8,2,26,1,2,10,5,1,4,1,1,4,2,1,60000,25000,0,1,1,1,0,1,1,1,1,0,0,0,609,67,3629,1,2,564,0
5,1,1,1,2,3,26,1,7,10,5,4,5,2,2,4,2,1,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,161,68,3536,1,3,150,0
4,1,1,1,5,1,26,1,8,10,5,1,3,1,2,4,2,1,1500,0,0,0,0,1,0,0,0,1,1,0,0,0,302,68,3568,1,3,282,0
4,1,1,1,4,5,26,1,10,10,5,3,2,2,1,4,2,1,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,152,68,3639,1,3,137,0
5,1,1,3,13,2,26,1,3,10,5,1,5,1,2,1,2,3,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,582,69,3519,1,4,540,0
2,1,3,5,10,1,26,1,7,10,5,2,1,1,2,6,2,5,4853,227,0,0,0,0,0,0,0,0,0,0,0,0,279,68,3502,1,3,263,0
5,1,2,3,13,2,26,1,8,10,5,1,5,1,2,1,2,3,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,582,69,3519,1,4,540,0
5,1,1,2,7,1,26,1,2,10,5,3,5,1,2,5,2,1,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,253,69,3520,1,4,235,0
4,1,1,1,10,2,26,1,12,10,5,3,2,1,2,4,2,3,0,0,1,1,1,1,1,1,1,1,1,0,0,0,651,67,3627,1,2,591,0
3,1,1,1,9,2,26,1,9,10,5,3,2,1,2,7,2,5,4853,227,1,1,0,1,0,0,0,0,0,0,0,0,600,67,3628,1,2,552,0
1,1,1,2,10,1,26,1,3,10,5,2,2,1,2,4,2,5,4853,227,0,0,0,0,0,0,0,0,0,0,0,0,400,67,3628,1,2,368,0
1,1,1,1,3,1,26,1,4,10,5,4,2,1,2,4,2,1,200,0,0,0,1,0,0,0,0,0,0,0,0,0,146,68,3473,1,3,135,0
1,1,1,1,7,3,26,1,10,10,5,3,4,1,2,6,2,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,507,68,3589,1,3,471,0
3,1,1,1,10,2,26,1,2,10,5,1,1,1,2,4,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,561,67,3656,1,2,519,0
4,1,1,3,8,1,26,1,10,10,5,2,1,1,2,9,1,1,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,143,68,3624,1,3,132,0
5,1,2,3,3,2,26,1,7,10,5,4,1,1,2,4,2,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,194,69,3519,1,4,180,0
2,1,1,2,2,1,26,1,2,10,5,4,1,2,2,6,2,1,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,138,68,3641,1,3,128,0
1,1,3,3,4,3,26,1,12,10,5,2,2,2,2,6,2,1,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,186,69,3671,1,4,171,0
5,1,1,1,2,2,26,1,1,10,5,3,1,2,1,4,2,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,169,69,3640,1,4,155,0
4,1,1,1,8,1,26,1,4,10,5,2,4,1,2,9,2,1,500,0,0,0,1,1,0,0,0,0,0,0,0,0,414,67,3663,1,2,380,0
1,1,1,1,3,1,26,1,3,10,5,4,2,1,2,4,2,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,190,69,3574,1,4,178,0
2,1,1,1,5,2,26,1,2,10,5,1,6,1,2,6,2,3,0,500,0,0,0,0,0,0,0,0,0,0,0,0,296,68,3474,1,3,274,0
1,1,1,1,9,1,26,1,11,10,5,2,2,1,2,9,2,3,0,0,1,1,1,1,0,1,1,1,1,0,0,0,441,68,3572,1,3,408,0
2,1,1,2,3,1,26,1,9,10,5,3,2,1,2,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,67,3612,1,2,186,0
9,1,3,3,9,3,26,1,1,10,5,1,2,2,2,4,2,5,4853,227,1,0,0,0,0,1,0,1,1,0,0,0,540,65,3812,3,2,0,0
3,1,1,1,2,1,26,1,1,10,5,4,2,2,2,3,2,1,600,0,0,0,0,0,0,0,0,0,0,0,0,0,211,68,3676,1,3,195,0
1,1,1,2,3,1,26,1,2,10,5,2,1,1,2,6,2,1,9999999,0,0,0,0,0,0,0,0,0,0,0,0,0,251,65,3853,3,2,0,1
5,1,1,1,3,2,26,1,5,10,5,2,1,1,2,4,2,1,2500,0,0,1,1,1,1,1,1,1,1,0,0,0,169,69,3640,1,4,155,0
3,1,1,1,4,3,26,1,1,10,5,2,2,2,1,4,2,1,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,148,68,3561,1,3,138,0
2,1,1,1,9,1,26,1,3,10,5,2,2,2,2,3,2,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,972,68,3509,1,3,906,0
2,1,1,1,9,2,26,1,10,10,5,1,2,1,2,3,2,5,4853,227,1,1,1,1,1,1,1,1,1,0,0,0,644,68,3545,1,3,596,0
5,1,1,2,2,3,26,1,8,10,5,1,2,2,2,9,2,1,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,161,68,3545,1,3,149,0
4,1,1,1,8,2,26,1,2,10,5,2,2,1,2,4,2,1,480,0,0,0,0,0,0,0,0,0,0,0,0,0,465,68,3471,1,3,429,0
1,1,1,1,4,4,26,1,6,10,5,9,2,2,2,6,2,1,6000,0,0,1,1,0,0,0,0,0,0,0,0,0,174,67,3476,1,2,160,0
1,1,1,1,4,1,26,1,2,10,5,4,2,2,2,4,2,1,2000,0,0,0,1,0,0,0,0,0,0,0,0,0,187,67,3664,1,2,175,0
2,1,1,1,3,1,26,1,2,10,5,2,1,1,2,5,2,1,1200,0,0,0,0,0,0,0,0,1,0,0,0,0,144,68,3500,1,3,135,0
5,1,2,2,4,1,26,1,8,10,5,2,2,2,1,4,2,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,153,68,3543,1,3,142,0
3,1,1,1,10,2,26,1,6,10,5,3,1,1,2,4,2,5,4853,227,0,0,0,1,0,0,0,0,1,0,0,0,858,68,3595,1,3,786,0
2,1,1,1,3,3,26,1,11,10,5,1,2,1,2,7,2,1,200,0,0,0,0,0,0,0,0,1,0,0,0,0,217,67,3627,1,2,197,0
2,1,2,3,3,2,26,1,11,10,5,3,2,1,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,67,3498,1,2,172,0
5,1,1,1,2,2,26,1,8,10,5,3,5,1,1,4,2,1,7000,0,0,1,0,0,0,0,1,0,0,0,0,0,148,68,3487,1,3,137,0
4,1,1,1,10,5,26,1,8,10,5,2,2,2,2,4,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,760,68,3531,1,3,705,0
1,1,2,3,4,3,26,1,8,10,5,3,2,2,2,6,2,1,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,186,69,3671,1,4,171,0
3,1,1,1,10,2,26,1,3,10,5,1,1,1,2,4,2,5,4853,227,0,0,0,1,0,0,0,0,0,0,0,0,348,67,3600,1,2,326,0
2,1,4,5,3,1,26,1,5,10,5,3,1,1,2,7,2,5,4853,227,0,0,0,0,0,0,0,0,0,0,0,0,155,68,3502,1,3,146,0
2,1,1,1,10,3,26,1,6,10,5,3,1,1,2,4,2,5,4853,227,0,0,0,1,0,0,0,0,0,0,0,0,764,68,3567,1,3,708,0
4,1,1,1,10,1,26,1,6,10,5,2,5,1,2,4,2,5,4853,227,0,0,1,0,0,0,0,0,1,0,0,0,148,68,3535,1,3,139,0
3,1,1,1,9,1,26,1,6,10,5,1,2,2,2,6,2,5,4853,227,0,1,1,1,1,1,1,1,1,0,0,0,830,68,3602,1,3,755,0
5,1,1,1,10,1,26,1,9,10,5,2,2,2,2,6,2,5,4853,227,0,0,1,0,0,0,0,0,0,0,0,0,174,67,3600,1,2,163,0
5,1,1,1,2,2,26,1,4,10,5,4,1,2,2,7,2,1,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,148,68,3535,1,3,139,0
4,1,1,1,7,3,26,1,11,10,5,2,2,1,2,7,2,1,8000,0,0,0,0,0,0,0,0,1,0,0,0,0,465,68,3504,1,3,429,0
2,1,1,1,4,1,26,1,11,10,5,2,2,2,2,3,2,1,2000,0,0,0,0,0,0,0,0,0,1,0,0,0,229,67,3613,1,2,210,0
5,1,1,1,9,1,26,1,4,10,5,2,2,2,2,9,2,3,40000,0,0,0,0,0,0,1,0,0,0,0,0,0,332,68,3503,1,3,302,0
5,1,1,1,3,2,26,1,4,10,5,3,1,1,2,3,2,1,30,0,0,0,0,0,0,0,0,0,0,1,0,0,155,68,3502,1,3,146,0
2,1,1,1,4,1,26,1,8,10,5,2,2,2,2,6,2,1,300,0,1,1,1,1,0,1,1,1,1,0,0,0,169,69,3640,1,4,155,0
2,1,1,1,3,1,26,1,10,10,5,3,2,1,2,6,2,1,300,0,0,0,0,0,0,0,0,0,0,0,0,0,190,69,3478,1,4,175,0
2,1,1,2,2,2,26,1,99,10,5,3,1,2,2,4,2,1,9999999,9999999,0,0,0,0,0,0,0,0,0,0,0,0,167,68,3569,1,3,153,2
1,1,1,3,4,3,26,1,2,10,5,2,2,2,2,6,2,1,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,186,69,3671,1,4,171,0
5,1,2,2,9,2,26,1,11,10,5,1,3,1,2,3,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,308,68,3636,1,3,286,0
2,1,1,1,8,1,26,1,2,10,5,2,4,1,2,6,2,1,2500,0,0,0,0,1,0,0,0,0,0,0,0,0,570,69,3478,1,4,525,0
1,1,2,2,4,1,26,1,11,10,5,2,2,2,2,1,2,5,4853,227,1,1,0,0,0,0,0,0,0,0,0,0,143,68,3540,1,3,131,0
18,1,1,1,4,1,26,1,12,10,5,4,2,1,2,9,2,1,800,0,0,0,0,0,0,0,0,0,1,0,0,0,251,65,3853,3,2,0,0
7,1,1,2,3,2,26,1,11,10,5,3,2,1,2,9,1,5,4853,227,0,0,0,0,0,0,0,0,0,0,0,0,251,65,3853,3,2,0,0
4,1,1,1,3,2,26,1,1,10,5,2,2,1,2,9,2,5,4853,227,0,0,0,0,0,0,0,0,0,0,0,0,141,68,3542,1,3,130,0
3,1,3,3,13,1,26,1,4,10,5,1,3,1,2,9,2,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,211,68,3676,1,3,195,0
3,1,1,1,3,1,26,1,12,10,5,3,2,1,2,3,2,1,400,0,0,1,0,0,0,0,0,1,0,0,0,0,154,68,3575,1,3,142,0
9,1,1,3,9,3,26,1,10,10,5,1,2,1,2,4,2,5,4853,227,0,0,0,0,0,0,0,0,0,0,0,0,540,65,3812,3,2,0,0
2,1,1,3,3,3,26,1,1,10,5,3,2,1,2,8,2,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,202,69,3655,1,4,189,0
5,2,1,2,3,1,26,1,1,10,5,1,1,1,2,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,68,3472,1,3,148,0
4,1,1,1,3,5,26,1,6,10,5,3,5,1,2,4,2,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,152,68,3531,1,3,141,0
1,1,1,2,3,2,26,1,8,10,5,4,1,1,2,4,1,5,4853,227,0,0,0,0,0,0,0,0,0,0,0,0,154,68,3636,1,3,143,0
1,1,3,3,2,3,26,1,8,10,5,4,1,2,2,7,2,1,9999999,0,0,0,0,0,0,0,0,0,0,0,0,0,155,68,3471,1,3,143,1
3,1,1,1,2,1,26,1,10,10,5,4,2,2,2,3,2,1,1000,0,0,0,1,0,0,0,1,1,1,0,0,0,155,68,3669,1,3,143,0
5,1,2,3,9,1,26,1,4,10,5,1,2,2,2,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555,67,3498,1,2,516,0
5,1,3,3,9,2,26,1,3,10,5,1,2,1,2,9,2,3,200,0,0,0,0,0,0,0,0,0,0,0,0,1,458,67,3613,1,2,420,0
1,1,1,1,2,4,26,1,9,10,5,2,1,2,2,6,2,1,150,0,0,0,0,0,0,0,0,0,0,0,0,0,174,67,3476,1,2,160,0
5,1,1,1,8,2,26,1,1,10,5,1,9,1,2,6,1,1,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,1032,69,3594,1,4,940,0
4,1,1,1,5,2,26,1,9,10,5,3,1,1,2,7,2,1,700,0,0,0,0,0,0,0,0,0,0,0,0,0,651,67,3627,1,2,591,0
